state,district,year_month,age_0_5,age_5_17,age_18_greater,total_enrolment
Maharashtra,Mumbai City,2025-11,754,120,114,988
Maharashtra,Mumbai City,2025-12,472,72,18,562
Maharashtra,Mumbai Suburban,2025-04,389,109,44,542
Maharashtra,Mumbai Suburban,2025-05,882,457,230,1569
Maharashtra,Mumbai Suburban,2025-07,3187,2177,207,5571
Maharashtra,Mumbai Suburban,2025-09,2283,848,26,3157
Maharashtra,Mumbai Suburban,2025-10,1479,365,62,1906
Maharashtra,Mumbai Suburban,2025-11,2508,624,156,3288
Maharashtra,Mumbai Suburban,2025-12,1752,366,65,2183
Maharashtra,Mumbai( Sub Urban ),2025-09,95,26,0,121
Maharashtra,Mumbai( Sub Urban ),2025-10,56,21,0,77
Maharashtra,Mumbai( Sub Urban ),2025-11,120,18,0,138
Maharashtra,Mumbai( Sub Urban ),2025-12,69,14,0,83
Maharashtra,Nagpur,2025-04,468,50,48,566
Maharashtra,Nagpur,2025-05,243,28,22,293
Maharashtra,Nagpur,2025-07,904,225,37,1166
Maharashtra,Nagpur,2025-09,3027,501,33,3561
Maharashtra,Nagpur,2025-10,1458,213,12,1683
Maharashtra,Nagpur,2025-11,2376,353,18,2747
Maharashtra,Nagpur,2025-12,1617,132,63,1812
Maharashtra,Nanded,2025-04,462,89,56,607
Maharashtra,Nanded,2025-05,383,80,39,502
Maharashtra,Nanded,2025-06,432,124,28,584
Maharashtra,Nanded,2025-07,1295,462,46,1803
Maharashtra,Nanded,2025-09,2729,968,10,3707
Maharashtra,Nanded,2025-10,1197,256,47,1500
Maharashtra,Nanded,2025-11,1242,274,83,1599
Maharashtra,Nanded,2025-12,1424,194,27,1645
Maharashtra,Nandurbar,2025-04,237,35,10,282
Maharashtra,Nandurbar,2025-05,251,134,21,406
Maharashtra,Nandurbar,2025-07,2031,994,75,3100
Maharashtra,Nandurbar,2025-09,2041,854,63,2958
Maharashtra,Nandurbar,2025-10,1078,243,27,1348
Maharashtra,Nandurbar,2025-11,1229,272,35,1536
Maharashtra,Nandurbar,2025-12,782,98,6,886
Maharashtra,Nandurbar *,2025-09,45,19,1,65
Maharashtra,Nandurbar *,2025-10,23,5,0,28
Maharashtra,Nandurbar *,2025-11,20,7,0,27
Maharashtra,Nandurbar *,2025-12,18,2,0,20
Maharashtra,Nashik,2025-05,97,14,45,156
Maharashtra,Nashik,2025-07,2729,1775,111,4615
Maharashtra,Nashik,2025-09,4980,2054,32,7066
Maharashtra,Nashik,2025-10,2162,584,33,2779
Maharashtra,Nashik,2025-11,3479,923,79,4481
Maharashtra,Nashik,2025-12,2815,452,4,3271
Maharashtra,Osmanabad,2025-07,275,105,10,390
Maharashtra,Osmanabad,2025-09,971,332,0,1303
Maharashtra,Osmanabad,2025-10,590,105,0,695
Maharashtra,Osmanabad,2025-11,751,94,0,845
Maharashtra,Osmanabad,2025-12,716,77,0,793
Maharashtra,Palghar,2025-04,174,90,16,280
Maharashtra,Palghar,2025-05,162,155,14,331
Maharashtra,Palghar,2025-06,252,252,10,514
Maharashtra,Palghar,2025-07,584,607,26,1217
Maharashtra,Palghar,2025-09,1966,983,47,2996
Maharashtra,Palghar,2025-10,1144,359,23,1526
Maharashtra,Palghar,2025-11,1821,467,19,2307
Maharashtra,Palghar,2025-12,1240,278,10,1528
Maharashtra,Parbhani,2025-03,17,14,37,68
Maharashtra,Parbhani,2025-04,135,10,16,161
Maharashtra,Parbhani,2025-05,425,90,32,547
Maharashtra,Parbhani,2025-09,1476,446,4,1926
Maharashtra,Parbhani,2025-10,957,171,23,1151
Maharashtra,Parbhani,2025-11,1220,190,77,1487
Maharashtra,Parbhani,2025-12,832,90,10,932
Maharashtra,Pune,2025-04,39,11,19,69
Maharashtra,Pune,2025-05,328,97,61,486
Maharashtra,Pune,2025-06,142,83,11,236
Maharashtra,Pune,2025-07,3645,1552,291,5488
Maharashtra,Pune,2025-09,5891,1905,81,7877
Maharashtra,Pune,2025-10,3896,849,144,4889
Maharashtra,Pune,2025-11,5677,1275,360,7312
Maharashtra,Pune,2025-12,4470,764,172,5406
Maharashtra,Raigad,2025-04,242,72,21,335
Maharashtra,Raigad,2025-07,845,296,25,1166
Maharashtra,Raigad,2025-09,496,139,9,644
Maharashtra,Raigad,2025-10,305,62,3,370
Maharashtra,Raigad,2025-11,392,106,31,529
Maharashtra,Raigad,2025-12,305,68,16,389
Maharashtra,Raigarh,2025-09,1475,395,0,1870
Maharashtra,Raigarh,2025-10,845,135,0,980
Maharashtra,Raigarh,2025-11,1160,189,0,1349
Maharashtra,Raigarh,2025-12,934,96,1,1031
Maharashtra,Raigarh(MH),2025-09,21,9,0,30
Maharashtra,Raigarh(MH),2025-10,15,0,0,15
Maharashtra,Raigarh(MH),2025-11,12,1,0,13
Maharashtra,Raigarh(MH),2025-12,24,6,0,30
Maharashtra,Ratnagiri,2025-09,665,102,3,770
Maharashtra,Ratnagiri,2025-10,536,36,2,574
Maharashtra,Ratnagiri,2025-11,642,49,18,709
Maharashtra,Ratnagiri,2025-12,509,32,9,550
Maharashtra,Sangli,2025-05,160,45,20,225
Maharashtra,Sangli,2025-06,240,105,11,356
Maharashtra,Sangli,2025-07,958,588,48,1594
Maharashtra,Sangli,2025-09,1434,658,21,2113
Maharashtra,Sangli,2025-10,795,134,24,953
Maharashtra,Sangli,2025-11,1157,189,8,1354
Maharashtra,Sangli,2025-12,953,83,1,1037
Maharashtra,Satara,2025-04,192,26,18,236
Maharashtra,Satara,2025-05,150,32,10,192
Maharashtra,Satara,2025-06,136,55,10,201
Maharashtra,Satara,2025-07,327,116,16,459
Maharashtra,Satara,2025-09,1074,221,26,1321
Maharashtra,Satara,2025-10,797,89,18,904
Maharashtra,Satara,2025-11,1180,105,33,1318
Maharashtra,Satara,2025-12,1292,73,25,1390
Maharashtra,Sindhudurg,2025-09,344,21,1,366
Maharashtra,Sindhudurg,2025-10,211,7,3,221
Maharashtra,Sindhudurg,2025-11,373,19,15,407
Maharashtra,Sindhudurg,2025-12,193,12,3,208
Maharashtra,Solapur,2025-04,548,67,45,660
Maharashtra,Solapur,2025-05,473,97,51,621
Maharashtra,Solapur,2025-07,355,172,34,561
Maharashtra,Solapur,2025-09,2315,1054,20,3389
Maharashtra,Solapur,2025-10,1528,330,20,1878
Maharashtra,Solapur,2025-11,2258,454,50,2762
Maharashtra,Solapur,2025-12,2060,321,40,2421
Maharashtra,Thane,2025-03,19,13,15,47
Maharashtra,Thane,2025-04,2371,913,150,3434
Maharashtra,Thane,2025-05,1437,799,96,2332
Maharashtra,Thane,2025-06,2432,1767,222,4421
Maharashtra,Thane,2025-07,4036,3165,142,7343
Maharashtra,Thane,2025-09,5713,3003,64,8780
Maharashtra,Thane,2025-10,3651,1238,53,4942
Maharashtra,Thane,2025-11,5723,1865,96,7684
Maharashtra,Thane,2025-12,3710,866,129,4705
Maharashtra,Wardha,2025-09,679,41,1,721
Maharashtra,Wardha,2025-10,298,22,0,320
Maharashtra,Wardha,2025-11,343,11,4,358
Maharashtra,Wardha,2025-12,539,15,0,554
Maharashtra,Washim,2025-05,198,20,10,228
Maharashtra,Washim,2025-07,378,68,11,457
Maharashtra,Washim,2025-09,691,113,11,815
Maharashtra,Washim,2025-10,469,37,7,513
Maharashtra,Washim,2025-11,505,29,6,540
Maharashtra,Washim,2025-12,800,33,0,833
Maharashtra,Washim *,2025-09,9,2,0,11
Maharashtra,Washim *,2025-10,6,1,0,7
Maharashtra,Washim *,2025-11,3,1,0,4
Maharashtra,Washim *,2025-12,10,0,0,10
Maharashtra,Yavatmal,2025-05,281,72,30,383
Maharashtra,Yavatmal,2025-07,858,405,39,1302
Maharashtra,Yavatmal,2025-09,1749,440,16,2205
Maharashtra,Yavatmal,2025-10,995,174,20,1189
Maharashtra,Yavatmal,2025-11,908,128,58,1094
Maharashtra,Yavatmal,2025-12,1263,120,38,1421
Manipur,Bishnupur,2025-05,76,79,30,185
Manipur,Bishnupur,2025-09,136,178,8,322
Manipur,Bishnupur,2025-10,107,114,1,222
Manipur,Bishnupur,2025-11,128,130,3,261
Manipur,Bishnupur,2025-12,69,58,0,127
Manipur,Chandel,2025-09,109,244,2,355
Manipur,Chandel,2025-10,32,101,1,134
Manipur,Chandel,2025-11,69,91,2,162
Manipur,Chandel,2025-12,34,74,0,108
Manipur,Churachandpur,2025-04,130,476,26,632
Manipur,Churachandpur,2025-06,91,499,13,603
Manipur,Churachandpur,2025-07,348,1265,13,1626
Manipur,Churachandpur,2025-09,238,400,12,650
Manipur,Churachandpur,2025-10,172,282,15,469
Manipur,Churachandpur,2025-11,164,239,13,416
Manipur,Churachandpur,2025-12,113,113,16,242
Manipur,Imphal East,2025-09,151,154,1,306
Manipur,Imphal East,2025-10,115,160,4,279
Manipur,Imphal East,2025-11,169,150,4,323
Manipur,Imphal East,2025-12,124,100,0,224
Manipur,Imphal West,2025-05,44,37,25,106
Manipur,Imphal West,2025-09,146,152,3,301
Manipur,Imphal West,2025-10,125,111,1,237
Manipur,Imphal West,2025-11,186,169,3,358
Manipur,Imphal West,2025-12,144,90,0,234
Manipur,Jiribam,2025-09,19,24,0,43
Manipur,Jiribam,2025-10,13,38,0,51
Manipur,Jiribam,2025-11,12,24,1,37
Manipur,Jiribam,2025-12,9,5,0,14
Manipur,Kakching,2025-09,12,25,1,38
Manipur,Kakching,2025-10,6,19,0,25
Manipur,Kakching,2025-11,14,17,0,31
Manipur,Kakching,2025-12,7,8,0,15
Manipur,Pherzawl,2025-09,1,6,0,7
Manipur,Pherzawl,2025-10,0,1,0,1
Manipur,Pherzawl,2025-11,0,1,0,1
Manipur,Pherzawl,2025-12,0,2,0,2
Manipur,Senapati,2025-09,252,292,1,545
Manipur,Senapati,2025-10,207,183,4,394
Manipur,Senapati,2025-11,207,151,7,365
Manipur,Senapati,2025-12,98,95,4,197
Manipur,Tamenglong,2025-09,81,200,2,283
Manipur,Tamenglong,2025-10,78,175,16,269
Manipur,Tamenglong,2025-11,94,163,11,268
Manipur,Tamenglong,2025-12,44,96,0,140
Manipur,Thoubal,2025-09,125,169,1,295
Manipur,Thoubal,2025-10,90,129,3,222
Manipur,Thoubal,2025-11,117,205,2,324
Manipur,Thoubal,2025-12,91,135,0,226
Manipur,Ukhrul,2025-09,91,148,1,240
Manipur,Ukhrul,2025-10,84,113,5,202
Manipur,Ukhrul,2025-11,127,133,5,265
Manipur,Ukhrul,2025-12,41,30,3,74
Meghalaya,East Garo Hills,2025-04,491,1124,293,1908
Meghalaya,East Garo Hills,2025-05,180,448,267,895
Meghalaya,East Garo Hills,2025-06,70,469,341,880
Meghalaya,East Garo Hills,2025-07,73,606,387,1066
Meghalaya,East Garo Hills,2025-09,136,464,185,785
Meghalaya,East Garo Hills,2025-10,26,135,78,239
Meghalaya,East Garo Hills,2025-11,33,99,117,249
Meghalaya,East Garo Hills,2025-12,3,21,6,30
Meghalaya,East Jaintia Hills,2025-04,434,765,283,1482
Meghalaya,East Jaintia Hills,2025-05,125,248,256,629
Meghalaya,East Jaintia Hills,2025-06,96,414,308,818
Meghalaya,East Jaintia Hills,2025-07,200,571,516,1287
Meghalaya,East Jaintia Hills,2025-09,64,173,171,408
Meghalaya,East Jaintia Hills,2025-10,38,85,105,228
Meghalaya,East Jaintia Hills,2025-11,19,75,143,237
Meghalaya,East Jaintia Hills,2025-12,7,23,14,44
Meghalaya,East Khasi Hills,2025-03,44,92,164,300
Meghalaya,East Khasi Hills,2025-04,1437,4688,1673,7798
Meghalaya,East Khasi Hills,2025-05,768,2259,1867,4894
Meghalaya,East Khasi Hills,2025-06,287,1875,978,3140
Meghalaya,East Khasi Hills,2025-07,756,3426,2404,6586
Meghalaya,East Khasi Hills,2025-09,406,1031,885,2322
Meghalaya,East Khasi Hills,2025-10,236,527,638,1401
Meghalaya,East Khasi Hills,2025-11,225,517,1106,1848
Meghalaya,East Khasi Hills,2025-12,99,191,233,523
Meghalaya,Eastern West Khasi Hills,2025-09,1,102,2,105
Meghalaya,Eastern West Khasi Hills,2025-10,1,63,2,66
Meghalaya,Eastern West Khasi Hills,2025-11,1,45,0,46
Meghalaya,Eastern West Khasi Hills,2025-12,0,16,585,601
Meghalaya,Jaintia Hills,2025-10,4,0,0,4
Meghalaya,Kamrup,2025-07,13,71,59,143
Meghalaya,North Garo Hills,2025-04,205,1048,242,1495
Meghalaya,North Garo Hills,2025-05,65,168,91,324
Meghalaya,North Garo Hills,2025-07,22,97,125,244
Meghalaya,North Garo Hills,2025-09,107,332,37,476
Meghalaya,North Garo Hills,2025-10,17,87,46,150
Meghalaya,North Garo Hills,2025-11,32,89,71,192
Meghalaya,North Garo Hills,2025-12,9,33,146,188
Meghalaya,Ri Bhoi,2025-03,30,11,26,67
Meghalaya,Ri Bhoi,2025-04,319,1500,514,2333
Meghalaya,Ri Bhoi,2025-05,243,733,633,1609
Meghalaya,Ri Bhoi,2025-06,69,398,316,783
Meghalaya,Ri Bhoi,2025-07,318,1160,946,2424
Meghalaya,Ri Bhoi,2025-09,167,376,261,804
Meghalaya,Ri Bhoi,2025-10,65,135,260,460
Meghalaya,Ri Bhoi,2025-11,111,222,329,662
Meghalaya,Ri Bhoi,2025-12,16,63,87,166
Meghalaya,South Garo Hills,2025-04,231,820,367,1418
Meghalaya,South Garo Hills,2025-05,105,388,192,685
Meghalaya,South Garo Hills,2025-06,42,197,312,551
Meghalaya,South Garo Hills,2025-07,44,206,236,486
Meghalaya,South Garo Hills,2025-09,81,486,166,733
Meghalaya,South Garo Hills,2025-10,29,206,14,249
Meghalaya,South Garo Hills,2025-11,35,107,159,301
Meghalaya,South Garo Hills,2025-12,1,17,0,18
Meghalaya,South West Garo Hills,2025-04,991,610,174,1775
Meghalaya,South West Garo Hills,2025-05,392,240,167,799
Meghalaya,South West Garo Hills,2025-06,264,209,145,618
Meghalaya,South West Garo Hills,2025-07,370,272,173,815
Meghalaya,South West Garo Hills,2025-09,223,176,104,503
Meghalaya,South West Garo Hills,2025-10,88,76,42,206
Meghalaya,South West Garo Hills,2025-11,76,61,59,196
Meghalaya,South West Garo Hills,2025-12,13,12,19,44
Meghalaya,South West Khasi Hills,2025-04,241,535,212,988
Meghalaya,South West Khasi Hills,2025-05,135,192,200,527
Meghalaya,South West Khasi Hills,2025-06,54,184,146,384
Meghalaya,South West Khasi Hills,2025-07,137,283,326,746
Meghalaya,South West Khasi Hills,2025-09,55,86,109,250
Meghalaya,South West Khasi Hills,2025-10,45,78,49,172
Meghalaya,South West Khasi Hills,2025-11,112,158,60,330
Meghalaya,South West Khasi Hills,2025-12,10,27,12,49
Meghalaya,West Garo Hills,2025-04,1215,1761,727,3703
Meghalaya,West Garo Hills,2025-05,683,994,708,2385
Meghalaya,West Garo Hills,2025-06,521,992,854,2367
Meghalaya,West Garo Hills,2025-07,893,1870,1534,4297
Meghalaya,West Garo Hills,2025-09,439,527,168,1134
Meghalaya,West Garo Hills,2025-10,290,282,242,814
Meghalaya,West Garo Hills,2025-11,385,282,276,943
Meghalaya,West Garo Hills,2025-12,119,82,31,232
Meghalaya,West Jaintia Hills,2025-03,315,53,142,510
Meghalaya,West Jaintia Hills,2025-04,712,1478,727,2917
Meghalaya,West Jaintia Hills,2025-05,558,909,734,2201
Meghalaya,West Jaintia Hills,2025-06,192,1017,634,1843
Meghalaya,West Jaintia Hills,2025-07,224,1089,883,2196
Meghalaya,West Jaintia Hills,2025-09,200,498,295,993
Meghalaya,West Jaintia Hills,2025-10,81,203,93,377
Meghalaya,West Jaintia Hills,2025-11,75,149,285,509
Meghalaya,West Jaintia Hills,2025-12,25,240,5,270
Meghalaya,West Khasi Hills,2025-03,118,113,442,673
Meghalaya,West Khasi Hills,2025-04,896,2670,1129,4695
Meghalaya,West Khasi Hills,2025-05,406,1103,923,2432
Meghalaya,West Khasi Hills,2025-06,129,1296,752,2177
Meghalaya,West Khasi Hills,2025-07,442,1998,1179,3619
Meghalaya,West Khasi Hills,2025-09,207,496,323,1026
Meghalaya,West Khasi Hills,2025-10,118,223,297,638
Meghalaya,West Khasi Hills,2025-11,75,204,181,460
Meghalaya,West Khasi Hills,2025-12,19,75,84,178
Mizoram,Aizawl,2025-09,262,92,11,365
Mizoram,Aizawl,2025-10,198,85,45,328
Mizoram,Aizawl,2025-11,237,51,4,292
Mizoram,Aizawl,2025-12,65,8,1,74
Mizoram,Champhai,2025-04,275,76,17,368
Mizoram,Champhai,2025-06,86,26,26,138
Mizoram,Champhai,2025-07,95,57,20,172
Mizoram,Champhai,2025-09,117,38,0,155
Mizoram,Champhai,2025-10,136,22,19,177
Mizoram,Champhai,2025-11,78,34,7,119
Mizoram,Champhai,2025-12,18,16,2,36
Mizoram,Hnahthial,2025-09,1,0,0,1
Mizoram,Hnahthial,2025-11,1,0,0,1
Mizoram,Khawzawl,2025-09,3,4,0,7
Mizoram,Khawzawl,2025-10,0,1,20,21
Mizoram,Khawzawl,2025-11,2,1,4,7
Mizoram,Khawzawl,2025-12,0,1,0,1
Mizoram,Kolasib,2025-07,44,21,20,85
Mizoram,Kolasib,2025-09,53,13,8,74
Mizoram,Kolasib,2025-10,41,11,3,55
Mizoram,Kolasib,2025-11,38,6,4,48
Mizoram,Kolasib,2025-12,13,0,0,13
Mizoram,Lawngtlai,2025-05,280,62,29,371
Mizoram,Lawngtlai,2025-06,119,43,11,173
Mizoram,Lawngtlai,2025-07,240,59,31,330
Mizoram,Lawngtlai,2025-09,144,97,13,254
Mizoram,Lawngtlai,2025-10,66,17,12,95
Mizoram,Lawngtlai,2025-11,116,57,1,174
Mizoram,Lawngtlai,2025-12,199,46,0,245
Mizoram,Lunglei,2025-05,136,31,16,183
Mizoram,Lunglei,2025-07,83,32,20,135
Mizoram,Lunglei,2025-09,78,20,1,99
Mizoram,Lunglei,2025-10,90,11,0,101
Mizoram,Lunglei,2025-11,125,19,25,169
Mizoram,Lunglei,2025-12,29,3,7,39
Mizoram,Mamit,2025-09,46,9,0,55
Mizoram,Mamit,2025-10,37,9,3,49
Mizoram,Mamit,2025-11,44,4,0,48
Mizoram,Mamit,2025-12,14,5,0,19
Mizoram,Mammit,2025-09,16,3,0,19
Mizoram,Mammit,2025-10,19,5,0,24
Mizoram,Mammit,2025-11,24,0,0,24
Mizoram,Mammit,2025-12,12,0,0,12
Mizoram,Saiha,2025-05,59,61,63,183
Mizoram,Saiha,2025-07,87,48,18,153
Mizoram,Saiha,2025-09,117,28,1,146
Mizoram,Saiha,2025-10,47,18,5,70
Mizoram,Saiha,2025-11,31,13,15,59
Mizoram,Saiha,2025-12,33,13,0,46
Mizoram,Saitual,2025-09,0,0,1,1
Mizoram,Saitual,2025-10,1,0,5,6
Mizoram,Saitual,2025-11,0,2,1,3
Mizoram,Saitual,2025-12,1,1,0,2
Mizoram,Serchhip,2025-09,33,7,2,42
Mizoram,Serchhip,2025-10,20,5,3,28
Mizoram,Serchhip,2025-11,18,4,1,23
Mizoram,Serchhip,2025-12,9,0,0,9
Nagaland,Chumukedima,2025-04,16,57,13,86
Nagaland,Chumukedima,2025-09,7,13,19,39
Nagaland,Chumukedima,2025-10,6,10,2,18
Nagaland,Chumukedima,2025-11,3,11,16,30
Nagaland,Chumukedima,2025-12,5,6,0,11
Nagaland,Dimapur,2025-04,249,454,80,783
Nagaland,Dimapur,2025-05,155,207,22,384
Nagaland,Dimapur,2025-06,105,240,32,377
Nagaland,Dimapur,2025-07,246,456,82,784
Nagaland,Dimapur,2025-09,121,210,22,353
Nagaland,Dimapur,2025-10,115,125,8,248
Nagaland,Dimapur,2025-11,107,77,29,213
Nagaland,Dimapur,2025-12,20,33,1,54
Nagaland,Kiphire,2025-07,46,233,26,305
Nagaland,Kiphire,2025-09,44,148,9,201
Nagaland,Kiphire,2025-10,40,182,5,227
Nagaland,Kiphire,2025-11,28,115,11,154
Nagaland,Kiphire,2025-12,5,15,1,21
Nagaland,Kohima,2025-04,212,385,49,646
Nagaland,Kohima,2025-07,74,154,11,239
Nagaland,Kohima,2025-09,140,231,13,384
Nagaland,Kohima,2025-10,69,116,8,193
Nagaland,Kohima,2025-11,50,48,26,124
Nagaland,Kohima,2025-12,17,18,0,35
Nagaland,Longleng,2025-04,131,226,12,369
Nagaland,Longleng,2025-07,47,284,20,351
Nagaland,Longleng,2025-09,17,82,7,106
Nagaland,Longleng,2025-10,6,17,0,23
Nagaland,Longleng,2025-11,3,18,9,30
Nagaland,Longleng,2025-12,1,9,0,10
Nagaland,Meluri,2025-09,1,2,1,4
Nagaland,Meluri,2025-10,0,5,0,5
Nagaland,Meluri,2025-11,1,6,1,8
Nagaland,Mokokchung,2025-07,73,134,13,220
Nagaland,Mokokchung,2025-09,31,88,13,132
Nagaland,Mokokchung,2025-10,21,44,3,68
Nagaland,Mokokchung,2025-11,5,29,13,47
Nagaland,Mokokchung,2025-12,2,20,1,23
Nagaland,Mon,2025-06,39,121,14,174
Nagaland,Mon,2025-07,258,676,69,1003
Nagaland,Mon,2025-09,130,225,30,385
Nagaland,Mon,2025-10,114,246,15,375
Nagaland,Mon,2025-11,65,119,41,225
Nagaland,Mon,2025-12,12,47,2,61
Nagaland,Niuland,2025-09,5,10,1,16
Nagaland,Niuland,2025-10,8,3,0,11
Nagaland,Niuland,2025-11,0,2,1,3
Nagaland,Niuland,2025-12,1,0,0,1
Nagaland,Noklak,2025-04,47,65,16,128
Nagaland,Noklak,2025-09,4,18,5,27
Nagaland,Noklak,2025-10,12,61,3,76
Nagaland,Noklak,2025-11,7,72,14,93
Nagaland,Noklak,2025-12,0,30,0,30
Nagaland,Peren,2025-04,201,331,12,544
Nagaland,Peren,2025-05,148,119,15,282
Nagaland,Peren,2025-06,37,141,10,188
Nagaland,Peren,2025-07,36,105,18,159
Nagaland,Peren,2025-09,47,90,12,149
Nagaland,Peren,2025-10,23,52,12,87
Nagaland,Peren,2025-11,11,5,21,37
Nagaland,Peren,2025-12,8,0,0,8
Nagaland,Phek,2025-04,157,268,22,447
Nagaland,Phek,2025-09,50,174,8,232
Nagaland,Phek,2025-10,42,147,3,192
Nagaland,Phek,2025-11,58,98,6,162
Nagaland,Phek,2025-12,2,8,0,10
Nagaland,Shamator,2025-09,2,145,9,156
Nagaland,Shamator,2025-10,1,34,0,35
Nagaland,Shamator,2025-11,0,23,14,37
Nagaland,Shamator,2025-12,0,19,0,19
Nagaland,Tseminyu,2025-09,2,4,3,9
Nagaland,Tseminyu,2025-10,3,7,1,11
Nagaland,Tseminyu,2025-11,1,3,6,10
Nagaland,Tseminyu,2025-12,1,1,0,2
Nagaland,Tuensang,2025-04,173,296,34,503
Nagaland,Tuensang,2025-07,96,385,30,511
Nagaland,Tuensang,2025-09,73,138,8,219
Nagaland,Tuensang,2025-10,95,82,4,181
Nagaland,Tuensang,2025-11,66,61,8,135
Nagaland,Tuensang,2025-12,9,21,0,30
Nagaland,Wokha,2025-07,40,191,17,248
Nagaland,Wokha,2025-09,44,145,7,196
Nagaland,Wokha,2025-10,17,40,0,57
Nagaland,Wokha,2025-11,12,19,6,37
Nagaland,Wokha,2025-12,5,15,0,20
Nagaland,Zunheboto,2025-07,48,277,24,349
Nagaland,Zunheboto,2025-09,27,88,11,126
Nagaland,Zunheboto,2025-10,31,129,3,163
Nagaland,Zunheboto,2025-11,17,81,9,107
Nagaland,Zunheboto,2025-12,8,8,0,16
ODISHA,NUAPADA,2025-09,1,0,0,1
Odisha,ANGUL,2025-11,1,0,0,1
Odisha,ANUGUL,2025-09,2,1,0,3
Odisha,ANUGUL,2025-10,3,0,0,3
Odisha,ANUGUL,2025-11,3,0,0,3
Odisha,ANUGUL,2025-12,4,0,0,4
Odisha,Angul,2025-09,1188,199,2,1389
Odisha,Angul,2025-10,371,72,8,451
Odisha,Angul,2025-11,460,70,2,532
Odisha,Angul,2025-12,563,72,2,637
Odisha,Anugal,2025-10,0,2,0,2
Odisha,Anugal,2025-12,1,0,0,1
Odisha,Anugul,2025-09,63,12,0,75
Odisha,Anugul,2025-10,11,2,0,13
Odisha,Anugul,2025-11,23,9,0,32
Odisha,Anugul,2025-12,20,3,0,23
Odisha,Balangir,2025-09,1767,381,1,2149
Odisha,Balangir,2025-10,859,219,23,1101
Odisha,Balangir,2025-11,732,173,31,936
Odisha,Balangir,2025-12,896,151,1,1048
Odisha,Baleshwar,2025-09,275,84,0,359
Odisha,Baleshwar,2025-10,147,44,0,191
Odisha,Baleshwar,2025-11,132,45,0,177
Odisha,Baleshwar,2025-12,87,31,0,118
Odisha,Baleswar,2025-09,2177,465,2,2644
Odisha,Baleswar,2025-10,1032,268,1,1301
Odisha,Baleswar,2025-11,922,256,0,1178
Odisha,Baleswar,2025-12,733,158,1,892
Odisha,Bargarh,2025-09,1861,358,0,2219
Odisha,Bargarh,2025-10,876,171,2,1049
Odisha,Bargarh,2025-11,823,163,0,986
Odisha,Bargarh,2025-12,769,126,1,896
Odisha,Baudh,2025-09,57,17,0,74
Odisha,Baudh,2025-10,30,7,0,37
Odisha,Baudh,2025-11,28,5,0,33
Odisha,Baudh,2025-12,23,4,0,27
Odisha,Bhadrak,2025-09,1490,540,0,2030
Odisha,Bhadrak,2025-10,736,242,1,979
Odisha,Bhadrak,2025-11,678,216,11,905
Odisha,Bhadrak,2025-12,465,139,2,606
Odisha,Boudh,2025-09,556,92,0,648
Odisha,Boudh,2025-10,256,67,0,323
Odisha,Boudh,2025-11,193,50,1,244
Odisha,Boudh,2025-12,172,36,1,209
Odisha,Cuttack,2025-09,1654,454,4,2112
Odisha,Cuttack,2025-10,792,195,4,991
Odisha,Cuttack,2025-11,759,195,4,958
Odisha,Cuttack,2025-12,835,181,3,1019
Odisha,Debagarh,2025-09,301,36,2,339
Odisha,Debagarh,2025-10,133,25,0,158
Odisha,Debagarh,2025-11,111,13,2,126
Odisha,Debagarh,2025-12,231,21,1,253
Odisha,Dhenkanal,2025-09,1027,255,0,1282
Odisha,Dhenkanal,2025-10,375,87,0,462
Odisha,Dhenkanal,2025-11,349,87,1,437
Odisha,Dhenkanal,2025-12,607,96,7,710
Odisha,Gajapati,2025-09,803,165,2,970
Odisha,Gajapati,2025-10,281,49,2,332
Odisha,Gajapati,2025-11,361,53,9,423
Odisha,Gajapati,2025-12,213,51,5,269
Odisha,Ganjam,2025-09,2415,403,2,2820
Odisha,Ganjam,2025-10,1324,188,0,1512
Odisha,Ganjam,2025-11,1577,230,5,1812
Odisha,Ganjam,2025-12,1393,175,2,1570
Odisha,JAJPUR,2025-09,697,220,3,920
Odisha,JAJPUR,2025-10,355,87,13,455
Odisha,JAJPUR,2025-11,529,76,31,636
Odisha,JAJPUR,2025-12,386,73,2,461
Odisha,Jagatsinghapur,2025-09,737,124,0,861
Odisha,Jagatsinghapur,2025-10,1128,73,9,1210
Odisha,Jagatsinghapur,2025-11,506,64,14,584
Odisha,Jagatsinghapur,2025-12,450,43,1,494
Odisha,Jagatsinghpur,2025-09,176,28,0,204
Odisha,Jagatsinghpur,2025-10,196,17,0,213
Odisha,Jagatsinghpur,2025-11,132,16,0,148
Odisha,Jagatsinghpur,2025-12,122,7,0,129
Odisha,Jajapur,2025-09,739,216,0,955
Odisha,Jajapur,2025-10,405,112,2,519
Odisha,Jajapur,2025-11,488,76,0,564
Odisha,Jajapur,2025-12,382,77,0,459
Odisha,Jajpur,2025-09,3,2,0,5
Odisha,Jajpur,2025-10,3,2,0,5
Odisha,Jajpur,2025-11,2,2,0,4
Odisha,Jajpur,2025-12,2,1,0,3
Odisha,Jharsuguda,2025-09,420,30,0,450
Odisha,Jharsuguda,2025-10,243,20,0,263
Odisha,Jharsuguda,2025-11,230,23,0,253
Odisha,Jharsuguda,2025-12,178,13,0,191
Odisha,Kalahandi,2025-09,1559,488,8,2055
Odisha,Kalahandi,2025-10,760,251,22,1033
