state,district,year_month,age_0_5,age_5_17,age_18_greater,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_
Madhya Pradesh,Rajgarh,2025-10,651,202,12,332,2601,2381,3087
Madhya Pradesh,Rajgarh,2025-11,1493,345,5,764,4499,4238,5229
Madhya Pradesh,Rajgarh,2025-12,2713,368,14,1200,6356,5759,7969
Madhya Pradesh,Ratlam,2025-09,1847,637,6,737,4909,3284,4221
Madhya Pradesh,Ratlam,2025-10,953,212,1,397,3210,2381,2227
Madhya Pradesh,Ratlam,2025-11,2668,457,45,764,6043,6518,4544
Madhya Pradesh,Ratlam,2025-12,959,172,25,875,6388,23657,4263
Madhya Pradesh,Rewa,2025-09,3014,622,1,1669,11617,9342,8294
Madhya Pradesh,Rewa,2025-10,2152,309,6,935,8237,4829,5287
Madhya Pradesh,Rewa,2025-11,2416,341,10,1396,10856,5441,6299
Madhya Pradesh,Rewa,2025-12,1764,191,12,1737,13016,7542,8386
Madhya Pradesh,Sagar,2025-04,183,26,12,368,2521,17815,10875
Madhya Pradesh,Sagar,2025-06,131,53,17,692,4197,22547,9845
Madhya Pradesh,Sagar,2025-07,1201,320,51,2160,11218,20512,12563
Madhya Pradesh,Sagar,2025-09,3017,658,12,1261,8557,7402,7483
Madhya Pradesh,Sagar,2025-10,1594,233,86,474,4572,3695,3677
Madhya Pradesh,Sagar,2025-11,3049,310,152,1030,9065,5848,6024
Madhya Pradesh,Sagar,2025-12,2397,282,57,1485,11672,10361,8761
Madhya Pradesh,Satna,2025-04,368,55,14,1098,6018,14637,7737
Madhya Pradesh,Satna,2025-07,488,121,20,1972,7002,15899,11855
Madhya Pradesh,Satna,2025-09,3932,765,5,1373,11421,7279,8460
Madhya Pradesh,Satna,2025-10,2028,397,13,804,5736,5087,5162
Madhya Pradesh,Satna,2025-11,2537,327,22,991,7690,6780,6755
Madhya Pradesh,Satna,2025-12,1845,281,58,1640,10514,11263,9590
Madhya Pradesh,Sehore,2025-07,1151,496,26,390,1618,9373,12005
Madhya Pradesh,Sehore,2025-09,993,312,4,375,2023,2730,4752
Madhya Pradesh,Sehore,2025-10,511,107,8,232,1581,1799,2349
Madhya Pradesh,Sehore,2025-11,943,172,12,404,2733,2761,4084
Madhya Pradesh,Sehore,2025-12,1557,221,5,662,4477,7075,6356
Madhya Pradesh,Seoni,2025-09,2063,234,0,820,7089,3045,3763
Madhya Pradesh,Seoni,2025-10,836,84,4,440,2982,1820,1720
Madhya Pradesh,Seoni,2025-11,1322,101,5,679,5331,2491,3103
Madhya Pradesh,Seoni,2025-12,1337,94,1,1315,7450,3989,4349
Madhya Pradesh,Shahdol,2025-09,1270,341,11,628,5042,3263,4660
Madhya Pradesh,Shahdol,2025-10,766,168,5,433,2967,1755,2263
Madhya Pradesh,Shahdol,2025-11,915,143,42,495,4175,2298,3060
Madhya Pradesh,Shahdol,2025-12,1459,176,1,852,7343,5954,6100
Madhya Pradesh,Shajapur,2025-09,1499,484,8,605,3318,3525,5511
Madhya Pradesh,Shajapur,2025-10,918,154,4,252,2301,1823,2344
Madhya Pradesh,Shajapur,2025-11,2048,232,6,557,4342,2972,4549
Madhya Pradesh,Shajapur,2025-12,1472,200,0,893,5644,4196,5632
Madhya Pradesh,Sheopur,2025-06,368,430,11,1150,5812,7522,3417
Madhya Pradesh,Sheopur,2025-07,757,969,27,993,4275,5450,3814
Madhya Pradesh,Sheopur,2025-09,676,718,50,447,3476,1670,1958
Madhya Pradesh,Sheopur,2025-10,246,172,1,225,1795,600,794
Madhya Pradesh,Sheopur,2025-11,580,398,23,443,3129,1458,1768
Madhya Pradesh,Sheopur,2025-12,929,476,3,774,4616,2907,2457
Madhya Pradesh,Shivpuri,2025-07,617,705,42,1350,7429,22774,18001
Madhya Pradesh,Shivpuri,2025-09,2330,1770,17,1113,7900,4679,8349
Madhya Pradesh,Shivpuri,2025-10,574,353,325,394,4059,1162,2324
Madhya Pradesh,Shivpuri,2025-11,1257,638,206,708,7555,2832,5733
Madhya Pradesh,Shivpuri,2025-12,1524,712,19,1271,11434,4953,9325
Madhya Pradesh,Sidhi,2025-09,1652,298,4,854,8800,3659,4673
Madhya Pradesh,Sidhi,2025-10,1391,126,5,517,4372,2134,2657
Madhya Pradesh,Sidhi,2025-11,1393,119,5,567,4622,2251,2910
Madhya Pradesh,Sidhi,2025-12,1170,128,1,899,6771,3476,4600
Madhya Pradesh,Singrauli,2025-09,1673,318,7,1078,7127,3966,2866
Madhya Pradesh,Singrauli,2025-10,1315,207,0,625,4656,2753,1921
Madhya Pradesh,Singrauli,2025-11,1289,188,4,754,5104,2839,2074
Madhya Pradesh,Singrauli,2025-12,1392,146,11,1135,6745,3896,3516
Madhya Pradesh,Tikamgarh,2025-09,1706,683,3,1054,5748,3915,6189
Madhya Pradesh,Tikamgarh,2025-10,854,229,4,380,3499,1776,2367
Madhya Pradesh,Tikamgarh,2025-11,1607,364,14,701,6052,3520,4421
Madhya Pradesh,Tikamgarh,2025-12,1507,263,8,1324,7964,6769,6616
Madhya Pradesh,Ujjain,2025-09,3626,695,6,995,7016,7047,6162
Madhya Pradesh,Ujjain,2025-10,2110,274,14,597,4653,4974,3087
Madhya Pradesh,Ujjain,2025-11,4115,490,70,1115,8375,10763,6201
Madhya Pradesh,Ujjain,2025-12,2599,304,5,1681,10725,13725,7368
Madhya Pradesh,Umaria,2025-09,1452,417,5,380,3294,2320,2381
Madhya Pradesh,Umaria,2025-10,803,157,0,212,1844,1123,1213
Madhya Pradesh,Umaria,2025-11,1003,161,8,236,2032,1330,1587
Madhya Pradesh,Umaria,2025-12,1102,171,21,482,3917,2611,3047
Madhya Pradesh,Vidisha,2025-04,670,119,42,956,4084,8486,5753
Madhya Pradesh,Vidisha,2025-05,209,43,15,628,2920,8890,6068
Madhya Pradesh,Vidisha,2025-07,1227,626,58,2087,6743,13882,11238
Madhya Pradesh,Vidisha,2025-09,2295,709,17,1002,4058,5593,6336
Madhya Pradesh,Vidisha,2025-10,773,174,15,417,2857,2635,2839
Madhya Pradesh,Vidisha,2025-11,1317,267,12,776,5062,5012,5316
Madhya Pradesh,Vidisha,2025-12,1507,268,11,1099,5997,6666,7342
Madhya Pradesh,West Nimar,2025-09,228,54,4,69,451,217,878
Madhya Pradesh,West Nimar,2025-10,117,29,1,30,268,87,366
Madhya Pradesh,West Nimar,2025-11,139,28,0,35,453,160,636
Madhya Pradesh,West Nimar,2025-12,134,25,1,54,634,229,1025
Maharashtra,Ahilyanagar,2025-12,12,1,0,200,2218,1,16
Maharashtra,Ahmadnagar,2025-09,2167,1260,33,1616,10962,51052,13085
Maharashtra,Ahmadnagar,2025-10,1334,331,22,1110,33672,12815,17627
Maharashtra,Ahmadnagar,2025-11,1706,383,58,2207,107372,20972,28879
Maharashtra,Ahmadnagar,2025-12,4091,349,6,2193,39576,23258,25466
Maharashtra,Ahmed Nagar,2025-09,56,26,0,29,289,930,440
Maharashtra,Ahmed Nagar,2025-10,43,8,0,15,871,134,607
Maharashtra,Ahmed Nagar,2025-11,53,16,0,32,3180,177,1012
Maharashtra,Ahmed Nagar,2025-12,125,13,0,38,1141,176,967
Maharashtra,Akola,2025-09,1261,241,0,556,3654,11958,8358
Maharashtra,Akola,2025-10,688,72,4,363,7136,3318,12701
Maharashtra,Akola,2025-11,928,122,2,651,28432,5024,21531
Maharashtra,Akola,2025-12,699,53,1,640,9465,6341,11299
Maharashtra,Amravati,2025-06,280,77,11,336,1670,10925,28240
Maharashtra,Amravati,2025-07,523,148,13,312,1704,13925,32626
Maharashtra,Amravati,2025-09,1841,431,19,963,5919,24099,14461
Maharashtra,Amravati,2025-10,929,127,18,682,12566,6130,21179
Maharashtra,Amravati,2025-11,1080,136,44,1200,39064,10713,36624
Maharashtra,Amravati,2025-12,1130,106,2,1288,15790,12111,22050
Maharashtra,Aurangabad,2025-03,196,103,46,1241,20315,11805,21622
Maharashtra,Aurangabad,2025-04,584,154,53,261,1965,8187,18109
Maharashtra,Aurangabad,2025-09,3457,1519,2,1292,8691,19337,17291
Maharashtra,Aurangabad,2025-10,1663,477,4,746,27135,5776,18855
Maharashtra,Aurangabad,2025-11,2354,689,16,1691,56737,11311,29372
Maharashtra,Aurangabad,2025-12,1858,383,0,1905,25186,15593,20898
Maharashtra,Beed,2025-04,379,52,19,464,4882,8445,18130
Maharashtra,Beed,2025-05,366,63,15,514,4808,8378,19884
Maharashtra,Beed,2025-06,659,294,46,369,2267,10649,17133
Maharashtra,Beed,2025-07,1472,739,72,476,2617,15502,22186
Maharashtra,Beed,2025-09,1545,741,25,1388,7147,29546,9302
Maharashtra,Beed,2025-10,904,215,7,926,29865,6156,11930
Maharashtra,Beed,2025-11,1248,264,68,1733,61440,10379,14183
Maharashtra,Beed,2025-12,881,93,18,1924,21465,16845,12408
Maharashtra,Bhandara,2025-09,596,36,2,379,2835,7357,4753
Maharashtra,Bhandara,2025-10,252,6,2,221,7538,2357,8417
Maharashtra,Bhandara,2025-11,456,8,2,354,14100,3832,10314
Maharashtra,Bhandara,2025-12,538,5,0,370,5877,4654,6816
Maharashtra,Bid,2025-09,137,62,0,49,656,260,1159
Maharashtra,Bid,2025-10,112,22,0,27,3107,42,1617
Maharashtra,Bid,2025-11,105,31,0,32,5874,48,1991
Maharashtra,Bid,2025-12,85,14,0,14,2159,85,1495
Maharashtra,Buldana,2025-09,389,67,0,100,1514,1214,2993
Maharashtra,Buldana,2025-10,199,17,0,32,4515,268,4666
Maharashtra,Buldana,2025-11,195,16,0,46,13090,377,6839
Maharashtra,Buldana,2025-12,180,12,0,62,3582,388,4020
Maharashtra,Buldhana,2025-07,1103,276,83,92,849,11124,17614
Maharashtra,Buldhana,2025-09,1758,456,19,887,5438,25125,9957
Maharashtra,Buldhana,2025-10,806,120,3,445,18073,4750,14507
Maharashtra,Buldhana,2025-11,908,113,13,875,58173,8346,27868
Maharashtra,Buldhana,2025-12,968,77,13,1074,14457,10590,13828
Maharashtra,Chandrapur,2025-04,193,18,10,31,410,5339,13857
Maharashtra,Chandrapur,2025-06,198,24,10,187,1714,6704,18292
Maharashtra,Chandrapur,2025-07,306,86,11,159,1469,7025,14987
Maharashtra,Chandrapur,2025-09,1204,113,26,530,5191,9534,8823
Maharashtra,Chandrapur,2025-10,512,36,9,341,23119,2774,17211
Maharashtra,Chandrapur,2025-11,814,52,15,695,50673,6790,25324
Maharashtra,Chandrapur,2025-12,787,46,5,772,14807,14024,14860
Maharashtra,Chatrapati Sambhaji Nagar,2025-09,34,28,2,45,467,41,116
Maharashtra,Chatrapati Sambhaji Nagar,2025-10,21,20,1,47,284,14,74
Maharashtra,Chatrapati Sambhaji Nagar,2025-11,35,20,10,68,771,39,113
Maharashtra,Chatrapati Sambhaji Nagar,2025-12,24,13,3,142,1176,65,156
Maharashtra,Chhatrapati Sambhajinagar,2025-09,148,171,3,241,2413,99,452
Maharashtra,Chhatrapati Sambhajinagar,2025-10,71,68,135,184,1575,29,174
Maharashtra,Chhatrapati Sambhajinagar,2025-11,100,75,81,329,3131,51,332
Maharashtra,Chhatrapati Sambhajinagar,2025-12,92,51,15,462,4636,84,514
Maharashtra,Dharashiv,2025-09,28,14,0,30,554,15,91
Maharashtra,Dharashiv,2025-10,19,6,13,22,343,11,40
Maharashtra,Dharashiv,2025-11,18,7,14,53,693,21,61
Maharashtra,Dharashiv,2025-12,24,1,0,112,1218,21,113
Maharashtra,Dhule,2025-07,1410,1107,127,396,2756,13620,18986
Maharashtra,Dhule,2025-09,2028,2152,26,625,5409,13123,9751
Maharashtra,Dhule,2025-10,788,384,62,387,11018,3912,11546
Maharashtra,Dhule,2025-11,1156,390,63,891,21973,7257,17711
Maharashtra,Dhule,2025-12,951,279,12,892,10792,8573,11996
Maharashtra,Gadchiroli,2025-09,815,148,7,304,2297,5734,7537
Maharashtra,Gadchiroli,2025-10,267,30,1,222,10115,3138,17459
Maharashtra,Gadchiroli,2025-11,408,42,12,350,19958,4712,18931
Maharashtra,Gadchiroli,2025-12,594,48,2,479,8050,6737,12034
Maharashtra,Gondia,2025-09,10,1,0,10,100,12,83
Maharashtra,Gondia,2025-10,5,1,0,7,279,6,285
Maharashtra,Gondia,2025-11,5,2,0,1,402,2,299
Maharashtra,Gondia,2025-12,5,0,0,0,176,6,172
Maharashtra,Gondiya,2025-09,1022,58,2,592,3492,7279,4498
Maharashtra,Gondiya,2025-10,483,9,0,387,13960,2080,9178
Maharashtra,Gondiya,2025-11,704,22,1,621,23677,3661,9567
Maharashtra,Gondiya,2025-12,571,15,3,612,8372,4946,6569
Maharashtra,Gondiya *,2025-09,18,1,0,14,162,34,206
Maharashtra,Gondiya *,2025-10,13,1,0,5,625,11,360
Maharashtra,Gondiya *,2025-11,13,1,0,2,798,10,435
Maharashtra,Gondiya *,2025-12,9,1,0,6,396,12,340
Maharashtra,Hingoli,2025-09,1009,352,31,584,4177,9298,6063
Maharashtra,Hingoli,2025-10,504,101,26,305,17000,2515,6739
Maharashtra,Hingoli,2025-11,635,107,11,653,49793,3779,9716
Maharashtra,Hingoli,2025-12,546,60,9,797,12761,9740,7805
Maharashtra,Hingoli *,2025-09,1,0,0,0,2,0,2
Maharashtra,Jalgaon,2025-04,360,53,10,412,2440,12325,25017
Maharashtra,Jalgaon,2025-07,1065,343,55,256,2016,24048,38429
Maharashtra,Jalgaon,2025-09,3346,1387,25,1613,10616,27621,21601
Maharashtra,Jalgaon,2025-10,1392,269,11,795,26346,7690,29441
Maharashtra,Jalgaon,2025-11,2036,252,44,1478,60334,13599,36168
Maharashtra,Jalgaon,2025-12,1749,183,39,1822,22937,24723,22506
Maharashtra,Jalna,2025-09,1723,504,6,807,5274,16007,9891
Maharashtra,Jalna,2025-10,877,149,0,473,14497,3866,13508
Maharashtra,Jalna,2025-11,1051,181,11,912,29909,7752,16812
Maharashtra,Jalna,2025-12,976,110,2,983,14168,9527,12259
Maharashtra,Kolhapur,2025-09,1989,470,5,1107,8130,28172,11183
Maharashtra,Kolhapur,2025-10,1332,181,54,736,17541,5675,11931
Maharashtra,Kolhapur,2025-11,1773,212,12,1456,56523,10119,19370
Maharashtra,Kolhapur,2025-12,1329,122,1,1545,26116,14197,15659
Maharashtra,Latur,2025-07,566,225,28,666,4852,9541,21878
Maharashtra,Latur,2025-09,1719,695,30,900,6906,12159,10367
Maharashtra,Latur,2025-10,913,188,12,627,15485,4097,12268
Maharashtra,Latur,2025-11,1174,235,36,1146,51709,6738,20645
Maharashtra,Latur,2025-12,837,106,4,1337,18704,7915,12855
Maharashtra,Mumbai,2025-09,2758,1496,11,1372,15750,15229,22100
Maharashtra,Mumbai,2025-10,1943,689,4,909,15410,10431,21362
Maharashtra,Mumbai,2025-11,3256,900,10,1753,37453,14794,36516
Maharashtra,Mumbai,2025-12,2100,452,2,1782,36581,19383,42095
Maharashtra,Mumbai City,2025-09,609,188,10,431,4467,3403,1346
Maharashtra,Mumbai City,2025-10,479,69,24,432,4180,2289,960
Maharashtra,Mumbai City,2025-11,754,120,114,825,7784,4236,1587
Maharashtra,Mumbai City,2025-12,472,72,18,1142,10919,5905,2386
Maharashtra,Mumbai Suburban,2025-04,389,109,44,559,4867,9528,9391
Maharashtra,Mumbai Suburban,2025-05,882,457,230,1233,7982,8945,8965
Maharashtra,Mumbai Suburban,2025-07,3187,2177,207,3125,23138,10403,10805
Maharashtra,Mumbai Suburban,2025-09,2283,848,26,1761,15677,13029,5879
Maharashtra,Mumbai Suburban,2025-10,1479,365,62,1545,13600,8689,4464
Maharashtra,Mumbai Suburban,2025-11,2508,624,156,2951,26283,14786,6578
Maharashtra,Mumbai Suburban,2025-12,1752,366,65,4060,37330,18168,9641
Maharashtra,Mumbai( Sub Urban ),2025-09,95,26,0,24,515,85,686
Maharashtra,Mumbai( Sub Urban ),2025-10,56,21,0,9,440,67,685
Maharashtra,Mumbai( Sub Urban ),2025-11,120,18,0,3,1423,74,1311
Maharashtra,Mumbai( Sub Urban ),2025-12,69,14,0,15,1212,183,1522
Maharashtra,Nagpur,2025-04,468,50,48,472,3964,10872,28643
Maharashtra,Nagpur,2025-05,243,28,22,438,2638,12341,27562
Maharashtra,Nagpur,2025-07,904,225,37,611,4251,12330,29230
Maharashtra,Nagpur,2025-09,3027,501,33,1810,13247,17519,17828
Maharashtra,Nagpur,2025-10,1458,213,12,1314,18575,7656,19324
Maharashtra,Nagpur,2025-11,2376,353,18,2303,42208,13779,33841
Maharashtra,Nagpur,2025-12,1617,132,63,2868,28849,14199,22681
Maharashtra,Nanded,2025-07,1295,462,46,143,781,14898,31768
Maharashtra,Nanded,2025-09,2729,968,10,1261,10057,24296,16428
Maharashtra,Nanded,2025-10,1197,256,47,969,42909,5767,22534
Maharashtra,Nanded,2025-11,1242,274,83,1706,122448,14113,31915
Maharashtra,Nanded,2025-12,1424,194,27,2024,30942,18141,18667
Maharashtra,Nandurbar,2025-04,237,35,10,328,2510,5673,11344
Maharashtra,Nandurbar,2025-05,251,134,21,166,2606,6834,17456
Maharashtra,Nandurbar,2025-07,2031,994,75,245,1856,14572,22262
Maharashtra,Nandurbar,2025-09,2041,854,63,365,2859,9258,11474
Maharashtra,Nandurbar,2025-10,1078,243,27,254,7015,4162,15570
Maharashtra,Nandurbar,2025-11,1229,272,35,428,9190,5605,17457
Maharashtra,Nandurbar,2025-12,782,98,6,374,5125,6224,9292
Maharashtra,Nandurbar *,2025-09,45,19,1,0,75,10,321
Maharashtra,Nandurbar *,2025-10,23,5,0,0,162,3,450
Maharashtra,Nandurbar *,2025-11,20,7,0,0,226,2,535
Maharashtra,Nandurbar *,2025-12,18,2,0,0,137,1,323
Maharashtra,Nashik,2025-05,97,14,45,206,1997,15830,34979
Maharashtra,Nashik,2025-07,2729,1775,111,1005,6530,31999,51939
Maharashtra,Nashik,2025-09,4980,2054,32,2449,16700,45329,30074
Maharashtra,Nashik,2025-10,2162,584,33,1381,29033,13351,30936
Maharashtra,Nashik,2025-11,3479,923,79,3060,94965,23229,59381
Maharashtra,Nashik,2025-12,2815,452,4,3565,44253,28661,42586
Maharashtra,Osmanabad,2025-09,971,332,0,501,3999,9674,5345
Maharashtra,Osmanabad,2025-10,590,105,0,311,17052,2566,6290
Maharashtra,Osmanabad,2025-11,751,94,0,734,53026,6138,10435
Maharashtra,Osmanabad,2025-12,716,77,0,663,13736,9181,8424
Maharashtra,Palghar,2025-05,162,155,14,870,7594,9368,9054
Maharashtra,Palghar,2025-07,584,607,26,277,2609,10490,9575
Maharashtra,Palghar,2025-09,1966,983,47,1261,11151,14856,5670
Maharashtra,Palghar,2025-10,1144,359,23,839,13469,6149,4087
Maharashtra,Palghar,2025-11,1821,467,19,2010,31054,12772,7275
Maharashtra,Palghar,2025-12,1240,278,10,2122,23676,15181,7911
Maharashtra,Parbhani,2025-03,17,14,37,723,13719,9812,10952
Maharashtra,Parbhani,2025-09,1476,446,4,831,5741,14986,7684
Maharashtra,Parbhani,2025-10,957,171,23,592,26094,3866,9316
Maharashtra,Parbhani,2025-11,1220,190,77,1073,51636,9720,12660
Maharashtra,Parbhani,2025-12,832,90,10,1213,15207,8772,10139
Maharashtra,Pune,2025-04,39,11,19,1204,11232,27254,36621
Maharashtra,Pune,2025-05,328,97,61,984,7838,27138,34384
Maharashtra,Pune,2025-06,142,83,11,1940,14856,28350,40899
Maharashtra,Pune,2025-07,3645,1552,291,3160,23831,35816,47184
Maharashtra,Pune,2025-09,5891,1905,81,4108,33000,39904,24535
Maharashtra,Pune,2025-10,3896,849,144,2613,41971,17851,21702
Maharashtra,Pune,2025-11,5677,1275,360,5633,108439,34184,34831
Maharashtra,Pune,2025-12,4470,764,172,7221,90036,49437,39581
Maharashtra,Raigad,2025-04,242,72,21,388,5384,353,1240
Maharashtra,Raigad,2025-07,845,296,25,256,2030,407,1361
Maharashtra,Raigad,2025-09,496,139,9,342,3529,591,868
Maharashtra,Raigad,2025-10,305,62,3,268,2999,263,605
Maharashtra,Raigad,2025-11,392,106,31,487,5562,672,973
Maharashtra,Raigad,2025-12,305,68,16,820,8674,948,1292
Maharashtra,Raigarh,2025-09,1475,395,0,769,6744,13908,6390
Maharashtra,Raigarh,2025-10,845,135,0,468,13762,5048,7110
Maharashtra,Raigarh,2025-11,1160,189,0,951,35548,10752,10657
Maharashtra,Raigarh,2025-12,934,96,1,907,16463,10315,10538
Maharashtra,Raigarh(MH),2025-09,21,9,0,2,76,7,95
Maharashtra,Raigarh(MH),2025-10,15,0,0,3,217,3,105
Maharashtra,Raigarh(MH),2025-11,12,1,0,3,337,11,125
Maharashtra,Raigarh(MH),2025-12,24,6,0,0,215,3,151
Maharashtra,Ratnagiri,2025-09,665,102,3,491,5133,15151,5678
Maharashtra,Ratnagiri,2025-10,536,36,2,436,7530,7083,8314
Maharashtra,Ratnagiri,2025-11,642,49,18,806,22936,7699,15083
Maharashtra,Ratnagiri,2025-12,509,32,9,714,11077,6382,10873
Maharashtra,Sangli,2025-06,240,105,11,218,2118,8124,14868
Maharashtra,Sangli,2025-09,1434,658,21,670,6013,25083,8630
Maharashtra,Sangli,2025-10,795,134,24,485,9803,5236,8520
Maharashtra,Sangli,2025-11,1157,189,8,862,42225,8915,21526
Maharashtra,Sangli,2025-12,953,83,1,956,19982,13650,15731
Maharashtra,Satara,2025-09,1074,221,26,779,7129,32126,7175
Maharashtra,Satara,2025-10,797,89,18,574,13696,6321,7909
Maharashtra,Satara,2025-11,1180,105,33,1045,42276,9898,13588
Maharashtra,Satara,2025-12,1292,73,25,1024,20933,11363,13459
Maharashtra,Sindhudurg,2025-09,344,21,1,162,2759,4047,2061
Maharashtra,Sindhudurg,2025-10,211,7,3,192,5134,2767,2914
Maharashtra,Sindhudurg,2025-11,373,19,15,330,11839,3234,4161
Maharashtra,Sindhudurg,2025-12,193,12,3,260,5091,3525,3560
Maharashtra,Solapur,2025-07,355,172,34,224,2532,18537,26604
Maharashtra,Solapur,2025-09,2315,1054,20,1367,11613,34640,11130
Maharashtra,Solapur,2025-10,1528,330,20,859,38032,7640,10055
Maharashtra,Solapur,2025-11,2258,454,50,1832,131818,16734,18783
Maharashtra,Solapur,2025-12,2060,321,40,1891,41851,25695,21750
Maharashtra,Thane,2025-03,19,13,15,6005,69162,13203,38556
Maharashtra,Thane,2025-04,2371,913,150,1303,13294,16028,36209
Maharashtra,Thane,2025-05,1437,799,96,3233,23714,19874,39799
Maharashtra,Thane,2025-06,2432,1767,222,4415,33224,19358,44284
Maharashtra,Thane,2025-07,4036,3165,142,3032,24385,22971,51690
Maharashtra,Thane,2025-09,5713,3003,64,3624,33138,29302,30941
Maharashtra,Thane,2025-10,3651,1238,53,2690,42563,18700,28034
Maharashtra,Thane,2025-11,5723,1865,96,5005,94978,31393,48657
Maharashtra,Thane,2025-12,3710,866,129,6783,76705,32067,50207
Maharashtra,Wardha,2025-09,679,41,1,311,2311,7355,5924
Maharashtra,Wardha,2025-10,298,22,0,196,3443,3620,9478
Maharashtra,Wardha,2025-11,343,11,4,413,10183,5943,14751
Maharashtra,Wardha,2025-12,539,15,0,660,6277,6832,9942
Maharashtra,Washim,2025-09,691,113,11,272,2558,10864,6241
Maharashtra,Washim,2025-10,469,37,7,155,6441,2357,8104
Maharashtra,Washim,2025-11,505,29,6,349,29426,4259,19357
Maharashtra,Washim,2025-12,800,33,0,465,9108,6476,10541
Maharashtra,Washim *,2025-09,9,2,0,5,51,32,113
Maharashtra,Washim *,2025-10,6,1,0,1,121,12,162
Maharashtra,Washim *,2025-11,3,1,0,0,650,6,303
Maharashtra,Washim *,2025-12,10,0,0,0,167,10,201
Maharashtra,Yavatmal,2025-07,858,405,39,73,818,12429,24848
Maharashtra,Yavatmal,2025-09,1749,440,16,1076,10120,17957,18723
Maharashtra,Yavatmal,2025-10,995,174,20,592,24382,5911,24948
Maharashtra,Yavatmal,2025-11,908,128,58,804,101567,8893,43263
Maharashtra,Yavatmal,2025-12,1263,120,38,1123,31226,14037,26079
Manipur,Bishnupur,2025-09,136,178,8,464,2319,2617,1072
Manipur,Bishnupur,2025-10,107,114,1,1318,12839,3994,1713
Manipur,Bishnupur,2025-11,128,130,3,2202,15318,3444,1637
Manipur,Bishnupur,2025-12,69,58,0,667,2249,680,419
Manipur,Chandel,2025-09,109,244,2,133,645,303,242
Manipur,Chandel,2025-10,32,101,1,227,1857,620,313
Manipur,Chandel,2025-11,69,91,2,453,3154,1287,540
Manipur,Chandel,2025-12,34,74,0,169,739,356,267
Manipur,Churachandpur,2025-09,238,400,12,349,1452,733,490
Manipur,Churachandpur,2025-10,172,282,15,305,3389,2152,667
Manipur,Churachandpur,2025-11,164,239,13,626,6122,2447,977
Manipur,Churachandpur,2025-12,113,113,16,448,1868,895,487
Manipur,Imphal East,2025-09,151,154,1,499,2320,2625,1307
Manipur,Imphal East,2025-10,115,160,4,1277,7925,5515,2355
Manipur,Imphal East,2025-11,169,150,4,3798,26306,6144,4642
Manipur,Imphal East,2025-12,124,100,0,1607,9388,2687,2247
Manipur,Imphal West,2025-09,146,152,3,643,2757,3003,1817
Manipur,Imphal West,2025-10,125,111,1,656,4464,4764,1802
Manipur,Imphal West,2025-11,186,169,3,3894,32599,9924,6801
Manipur,Imphal West,2025-12,144,90,0,1429,6943,2361,1916
Manipur,Jiribam,2025-09,19,24,0,59,214,63,95
Manipur,Jiribam,2025-10,13,38,0,110,536,59,115
Manipur,Jiribam,2025-11,12,24,1,82,429,39,84
Manipur,Jiribam,2025-12,9,5,0,43,291,15,44
Manipur,Kakching,2025-09,12,25,1,158,824,239,43
Manipur,Kakching,2025-10,6,19,0,157,627,145,48
Manipur,Kakching,2025-11,14,17,0,135,645,190,76
Manipur,Kakching,2025-12,7,8,0,150,629,55,41
Manipur,Pherzawl,2025-12,0,2,0,10,60,2,0
Manipur,Senapati,2025-09,252,292,1,401,1500,1228,653
Manipur,Senapati,2025-10,207,183,4,969,4007,1235,824
Manipur,Senapati,2025-11,207,151,7,2044,9110,2357,1822
Manipur,Senapati,2025-12,98,95,4,757,3048,1145,842
Manipur,Tamenglong,2025-09,81,200,2,146,427,315,279
Manipur,Tamenglong,2025-10,78,175,16,398,1613,609,272
Manipur,Tamenglong,2025-11,94,163,11,1197,3979,1202,727
Manipur,Tamenglong,2025-12,44,96,0,239,696,239,195
Manipur,Thoubal,2025-09,125,169,1,695,7309,2112,1698
Manipur,Thoubal,2025-10,90,129,3,1139,8492,4108,2030
Manipur,Thoubal,2025-11,117,205,2,3249,22161,8223,4186
Manipur,Thoubal,2025-12,91,135,0,1854,10040,2911,1660
Manipur,Ukhrul,2025-09,91,148,1,200,750,375,440
Manipur,Ukhrul,2025-10,84,113,5,169,1474,642,669
Manipur,Ukhrul,2025-11,127,133,5,1076,7919,1521,1215
Manipur,Ukhrul,2025-12,41,30,3,282,1378,448,400
Meghalaya,East Garo Hills,2025-09,136,464,185,71,1457,101,208
Meghalaya,East Garo Hills,2025-10,26,135,78,34,606,75,78
Meghalaya,East Garo Hills,2025-11,33,99,117,30,479,78,66
Meghalaya,East Garo Hills,2025-12,3,21,6,36,480,52,48
Meghalaya,East Jaintia Hills,2025-09,64,173,171,112,639,139,63
Meghalaya,East Jaintia Hills,2025-10,38,85,105,39,305,494,102
Meghalaya,East Jaintia Hills,2025-11,19,75,143,52,410,334,55
Meghalaya,East Jaintia Hills,2025-12,7,23,14,69,426,211,51
Meghalaya,East Khasi Hills,2025-03,44,92,164,669,5210,840,1744
Meghalaya,East Khasi Hills,2025-09,406,1031,885,355,2861,765,1199
Meghalaya,East Khasi Hills,2025-10,236,527,638,279,2306,884,799
Meghalaya,East Khasi Hills,2025-11,225,517,1106,224,1892,1566,821
Meghalaya,East Khasi Hills,2025-12,99,191,233,349,2215,944,634
