state,district,date,month_date,age_0_5,age_5_17,age_18_greater,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_,enrolments,total_demo_updates,total_bio_updates,total_enrolment_prev_1,total_demo_updates_prev_1,total_bio_updates_prev_1,enrolment_diff_1,demo_updates_diff_1,bio_updates_diff_1,year,month,target_enrolment_next_month,lag_1,lag_2,lag_3,lag_6,lag_12,roll_3m_mean,roll_3m_median,roll_3m_std,roll_6m_mean,roll_6m_median,roll_6m_std,has_full_history
Madhya Pradesh,Khargone,2025-05,2025-05-01,304.0,131.0,13.0,549.0,2794.0,12093.0,10083.0,448.0,3343.0,22176.0,935.0,1960.0,25030.0,-487.0,1383.0,-2854.0,2025,5,4724.0,,,,,,,,,,,,False
Madhya Pradesh,Khargone,2025-07,2025-07-01,2569.0,1929.0,226.0,238.0,1147.0,15937.0,17985.0,4724.0,1385.0,33922.0,448.0,3343.0,22176.0,4276.0,-1958.0,11746.0,2025,7,3372.0,448.0,,,,,448.0,448.0,,448.0,448.0,,True
Madhya Pradesh,Khargone,2025-09,2025-09-01,2219.0,1066.0,87.0,763.0,5416.0,5635.0,8506.0,3372.0,6179.0,14141.0,4724.0,1385.0,33922.0,-1352.0,4794.0,-19781.0,2025,9,1318.0,4724.0,448.0,,,,2586.0,2586.0,3023.588596353677,2586.0,2586.0,3023.588596353677,True
Madhya Pradesh,Khargone,2025-10,2025-10-01,974.0,305.0,39.0,350.0,2847.0,2169.0,3183.0,1318.0,3197.0,5352.0,3372.0,6179.0,14141.0,-2054.0,-2982.0,-8789.0,2025,10,1899.0,3372.0,4724.0,448.0,,,2848.0,3372.0,2185.629428791624,2848.0,3372.0,2185.629428791624,True
Madhya Pradesh,Khargone,2025-11,2025-11-01,1443.0,429.0,27.0,604.0,4697.0,3451.0,6073.0,1899.0,5301.0,9524.0,1318.0,3197.0,5352.0,581.0,2104.0,4172.0,2025,11,1817.0,1318.0,3372.0,4724.0,,,3138.0,3372.0,1715.01486874021,2465.5,2345.0,1941.616766168511,True
Madhya Pradesh,Maihar,2025-10,2025-10-01,79.0,6.0,7.0,12.0,401.0,19.0,135.0,92.0,413.0,154.0,130.0,703.0,235.0,-38.0,-290.0,-81.0,2025,10,99.0,,,,,,,,,,,,False
Madhya Pradesh,Maihar,2025-11,2025-11-01,90.0,2.0,7.0,27.0,687.0,22.0,252.0,99.0,714.0,274.0,92.0,413.0,154.0,7.0,301.0,120.0,2025,11,97.0,92.0,,,,,92.0,92.0,,92.0,92.0,,True
Madhya Pradesh,Mandla,2025-10,2025-10-01,855.0,50.0,2.0,423.0,2373.0,1565.0,1277.0,907.0,2796.0,2842.0,1415.0,4872.0,4223.0,-508.0,-2076.0,-1381.0,2025,10,1374.0,,,,,,,,,,,,False
Madhya Pradesh,Mandla,2025-11,2025-11-01,1310.0,62.0,2.0,528.0,3835.0,1626.0,1745.0,1374.0,4363.0,3371.0,907.0,2796.0,2842.0,467.0,1567.0,529.0,2025,11,1215.0,907.0,,,,,907.0,907.0,,907.0,907.0,,True
Madhya Pradesh,Mandsaur,2025-10,2025-10-01,1291.0,113.0,6.0,402.0,2956.0,1289.0,1812.0,1410.0,3358.0,3101.0,1873.0,5190.0,6893.0,-463.0,-1832.0,-3792.0,2025,10,3487.0,,,,,,,,,,,,False
Madhya Pradesh,Mandsaur,2025-11,2025-11-01,3253.0,225.0,9.0,655.0,4922.0,1916.0,3120.0,3487.0,5577.0,5036.0,1410.0,3358.0,3101.0,2077.0,2219.0,1935.0,2025,11,1506.0,1410.0,,,,,1410.0,1410.0,,1410.0,1410.0,,True
Madhya Pradesh,Mauganj,2025-10,2025-10-01,104.0,19.0,0.0,17.0,451.0,6.0,177.0,123.0,468.0,183.0,149.0,687.0,294.0,-26.0,-219.0,-111.0,2025,10,84.0,,,,,,,,,,,,False
Madhya Pradesh,Mauganj,2025-11,2025-11-01,73.0,11.0,0.0,30.0,915.0,7.0,149.0,84.0,945.0,156.0,123.0,468.0,183.0,-39.0,477.0,-27.0,2025,11,82.0,123.0,,,,,123.0,123.0,,123.0,123.0,,True
Madhya Pradesh,Morena,2025-05,2025-05-01,709.0,313.0,44.0,1490.0,8260.0,14885.0,5592.0,1066.0,9750.0,20477.0,1568.0,6620.0,20112.0,-502.0,3130.0,365.0,2025,5,2269.0,,,,,,,,,,,,False
Madhya Pradesh,Morena,2025-06,2025-06-01,1327.0,872.0,70.0,770.0,3356.0,17497.0,6814.0,2269.0,4126.0,24311.0,1066.0,9750.0,20477.0,1203.0,-5624.0,3834.0,2025,6,6073.0,1066.0,,,,,1066.0,1066.0,,1066.0,1066.0,,True
Madhya Pradesh,Morena,2025-07,2025-07-01,3228.0,2669.0,176.0,3786.0,15182.0,13907.0,8309.0,6073.0,18968.0,22216.0,2269.0,4126.0,24311.0,3804.0,14842.0,-2095.0,2025,7,3608.0,2269.0,1066.0,,,,1667.5,1667.5,850.6494577674167,1667.5,1667.5,850.6494577674167,True
Madhya Pradesh,Morena,2025-09,2025-09-01,2231.0,1311.0,66.0,1448.0,8530.0,5092.0,4635.0,3608.0,9978.0,9727.0,6073.0,18968.0,22216.0,-2465.0,-8990.0,-12489.0,2025,9,1667.0,6073.0,2269.0,1066.0,,,3136.0,2269.0,2613.671555494301,3136.0,2269.0,2613.671555494301,True
Madhya Pradesh,Morena,2025-10,2025-10-01,1104.0,453.0,110.0,625.0,5133.0,2237.0,2221.0,1667.0,5758.0,4458.0,3608.0,9978.0,9727.0,-1941.0,-4220.0,-5269.0,2025,10,3325.0,3608.0,6073.0,2269.0,,,3983.3333333333335,3608.0,1929.57516913266,3254.0,2938.5,2147.0635761430076,True
Madhya Pradesh,Morena,2025-11,2025-11-01,2342.0,913.0,70.0,1274.0,8304.0,5282.0,4264.0,3325.0,9578.0,9546.0,1667.0,5758.0,4458.0,1658.0,3820.0,5088.0,2025,11,2805.0,1667.0,3608.0,6073.0,,,3782.6666666666665,3608.0,2208.187114656123,2936.6,2269.0,1990.2575963929894,True
Madhya Pradesh,Narmadapuram,2025-10,2025-10-01,97.0,19.0,2.0,28.0,453.0,47.0,155.0,118.0,481.0,202.0,273.0,763.0,484.0,-155.0,-282.0,-282.0,2025,10,187.0,,,,,,,,,,,,False
Madhya Pradesh,Narmadapuram,2025-11,2025-11-01,136.0,31.0,20.0,58.0,933.0,87.0,295.0,187.0,991.0,382.0,118.0,481.0,202.0,69.0,510.0,180.0,2025,11,159.0,118.0,,,,,118.0,118.0,,118.0,118.0,,True
Madhya Pradesh,Narsimhapur,2025-10,2025-10-01,130.0,31.0,0.0,45.0,464.0,281.0,445.0,161.0,509.0,726.0,486.0,1008.0,1301.0,-325.0,-499.0,-575.0,2025,10,328.0,,,,,,,,,,,,False
Madhya Pradesh,Narsimhapur,2025-11,2025-11-01,271.0,57.0,0.0,48.0,900.0,330.0,639.0,328.0,948.0,969.0,161.0,509.0,726.0,167.0,439.0,243.0,2025,11,214.0,161.0,,,,,161.0,161.0,,161.0,161.0,,True
Madhya Pradesh,Narsinghpur,2025-09,2025-09-01,1438.0,528.0,31.0,459.0,3031.0,3120.0,2796.0,1997.0,3490.0,5916.0,514.0,2704.0,11065.0,1483.0,786.0,-5149.0,2025,9,599.0,,,,,,,,,,,,False
Madhya Pradesh,Narsinghpur,2025-10,2025-10-01,437.0,143.0,19.0,240.0,1594.0,2897.0,1268.0,599.0,1834.0,4165.0,1997.0,3490.0,5916.0,-1398.0,-1656.0,-1751.0,2025,10,1155.0,1997.0,,,,,1997.0,1997.0,,1997.0,1997.0,,True
Madhya Pradesh,Narsinghpur,2025-11,2025-11-01,924.0,208.0,23.0,445.0,2628.0,3609.0,2051.0,1155.0,3073.0,5660.0,599.0,1834.0,4165.0,556.0,1239.0,1495.0,2025,11,909.0,599.0,1997.0,,,,1298.0,1298.0,988.5352800987935,1298.0,1298.0,988.5352800987935,True
Madhya Pradesh,Neemuch,2025-10,2025-10-01,654.0,109.0,0.0,235.0,1914.0,1013.0,709.0,763.0,2149.0,1722.0,1450.0,4123.0,4601.0,-687.0,-1974.0,-2879.0,2025,10,1880.0,,,,,,,,,,,,False
Madhya Pradesh,Neemuch,2025-11,2025-11-01,1697.0,170.0,13.0,534.0,3394.0,2583.0,1712.0,1880.0,3928.0,4295.0,763.0,2149.0,1722.0,1117.0,1779.0,2573.0,2025,11,871.0,763.0,,,,,763.0,763.0,,763.0,763.0,,True
Madhya Pradesh,Niwari,2025-10,2025-10-01,15.0,2.0,1.0,11.0,141.0,31.0,27.0,18.0,152.0,58.0,34.0,244.0,126.0,-16.0,-92.0,-68.0,2025,10,56.0,,,,,,,,,,,,False
Madhya Pradesh,Niwari,2025-11,2025-11-01,47.0,8.0,1.0,21.0,270.0,90.0,63.0,56.0,291.0,153.0,18.0,152.0,58.0,38.0,139.0,95.0,2025,11,34.0,18.0,,,,,18.0,18.0,,18.0,18.0,,True
Madhya Pradesh,Pandhurna,2025-10,2025-10-01,9.0,1.0,23.0,3.0,98.0,10.0,37.0,33.0,101.0,47.0,16.0,183.0,94.0,17.0,-82.0,-47.0,2025,10,24.0,,,,,,,,,,,,False
Madhya Pradesh,Pandhurna,2025-11,2025-11-01,20.0,0.0,4.0,18.0,215.0,9.0,64.0,24.0,233.0,73.0,33.0,101.0,47.0,-9.0,132.0,26.0,2025,11,25.0,33.0,,,,,33.0,33.0,,33.0,33.0,,True
Madhya Pradesh,Panna,2025-07,2025-07-01,301.0,173.0,13.0,802.0,3370.0,9743.0,6825.0,487.0,4172.0,16568.0,224.0,4664.0,12587.0,263.0,-492.0,3981.0,2025,7,3647.0,,,,,,,,,,,,False
Madhya Pradesh,Panna,2025-09,2025-09-01,2714.0,916.0,17.0,689.0,4595.0,3527.0,3880.0,3647.0,5284.0,7407.0,487.0,4172.0,16568.0,3160.0,1112.0,-9161.0,2025,9,1579.0,487.0,,,,,487.0,487.0,,487.0,487.0,,True
Madhya Pradesh,Panna,2025-10,2025-10-01,1153.0,407.0,19.0,348.0,3035.0,1505.0,1833.0,1579.0,3383.0,3338.0,3647.0,5284.0,7407.0,-2068.0,-1901.0,-4069.0,2025,10,1941.0,3647.0,487.0,,,,2067.0,2067.0,2234.45742854949,2067.0,2067.0,2234.45742854949,True
Madhya Pradesh,Panna,2025-11,2025-11-01,1432.0,493.0,16.0,684.0,4544.0,2698.0,3305.0,1941.0,5228.0,6003.0,1579.0,3383.0,3338.0,362.0,1845.0,2665.0,2025,11,1302.0,1579.0,3647.0,487.0,,,1904.3333333333333,1579.0,1604.9240895859634,1904.3333333333333,1579.0,1604.9240895859634,True
Madhya Pradesh,Raisen,2025-09,2025-09-01,2252.0,589.0,10.0,854.0,4881.0,4770.0,5358.0,2851.0,5735.0,10128.0,515.0,4295.0,17712.0,2336.0,1440.0,-7584.0,2025,9,1100.0,,,,,,,,,,,,False
Madhya Pradesh,Raisen,2025-10,2025-10-01,887.0,178.0,35.0,412.0,3196.0,2369.0,2759.0,1100.0,3608.0,5128.0,2851.0,5735.0,10128.0,-1751.0,-2127.0,-5000.0,2025,10,1405.0,2851.0,,,,,2851.0,2851.0,,2851.0,2851.0,,True
Madhya Pradesh,Raisen,2025-11,2025-11-01,1194.0,171.0,40.0,669.0,4446.0,3149.0,4004.0,1405.0,5115.0,7153.0,1100.0,3608.0,5128.0,305.0,1507.0,2025.0,2025,11,1696.0,1100.0,2851.0,,,,1975.5,1975.5,1238.1439738576448,1975.5,1975.5,1238.1439738576448,True
Madhya Pradesh,Rajgarh,2025-10,2025-10-01,651.0,202.0,12.0,332.0,2601.0,2381.0,3087.0,865.0,2933.0,5468.0,2368.0,4082.0,10277.0,-1503.0,-1149.0,-4809.0,2025,10,1843.0,,,,,,,,,,,,False
Madhya Pradesh,Rajgarh,2025-11,2025-11-01,1493.0,345.0,5.0,764.0,4499.0,4238.0,5229.0,1843.0,5263.0,9467.0,865.0,2933.0,5468.0,978.0,2330.0,3999.0,2025,11,3095.0,865.0,,,,,865.0,865.0,,865.0,865.0,,True
Madhya Pradesh,Ratlam,2025-10,2025-10-01,953.0,212.0,1.0,397.0,3210.0,2381.0,2227.0,1166.0,3607.0,4608.0,2490.0,5646.0,7505.0,-1324.0,-2039.0,-2897.0,2025,10,3170.0,,,,,,,,,,,,False
Madhya Pradesh,Ratlam,2025-11,2025-11-01,2668.0,457.0,45.0,764.0,6043.0,6518.0,4544.0,3170.0,6807.0,11062.0,1166.0,3607.0,4608.0,2004.0,3200.0,6454.0,2025,11,1156.0,1166.0,,,,,1166.0,1166.0,,1166.0,1166.0,,True
Madhya Pradesh,Rewa,2025-10,2025-10-01,2152.0,309.0,6.0,935.0,8237.0,4829.0,5287.0,2467.0,9172.0,10116.0,3637.0,13286.0,17636.0,-1170.0,-4114.0,-7520.0,2025,10,2767.0,,,,,,,,,,,,False
Madhya Pradesh,Rewa,2025-11,2025-11-01,2416.0,341.0,10.0,1396.0,10856.0,5441.0,6299.0,2767.0,12252.0,11740.0,2467.0,9172.0,10116.0,300.0,3080.0,1624.0,2025,11,1967.0,2467.0,,,,,2467.0,2467.0,,2467.0,2467.0,,True
Madhya Pradesh,Sagar,2025-06,2025-06-01,131.0,53.0,17.0,692.0,4197.0,22547.0,9845.0,201.0,4889.0,32392.0,221.0,2889.0,28690.0,-20.0,2000.0,3702.0,2025,6,1572.0,,,,,,,,,,,,False
Madhya Pradesh,Sagar,2025-07,2025-07-01,1201.0,320.0,51.0,2160.0,11218.0,20512.0,12563.0,1572.0,13378.0,33075.0,201.0,4889.0,32392.0,1371.0,8489.0,683.0,2025,7,3687.0,201.0,,,,,201.0,201.0,,201.0,201.0,,True
Madhya Pradesh,Sagar,2025-09,2025-09-01,3017.0,658.0,12.0,1261.0,8557.0,7402.0,7483.0,3687.0,9818.0,14885.0,1572.0,13378.0,33075.0,2115.0,-3560.0,-18190.0,2025,9,1913.0,1572.0,201.0,,,,886.5,886.5,969.4433970067566,886.5,886.5,969.4433970067566,True
Madhya Pradesh,Sagar,2025-10,2025-10-01,1594.0,233.0,86.0,474.0,4572.0,3695.0,3677.0,1913.0,5046.0,7372.0,3687.0,9818.0,14885.0,-1774.0,-4772.0,-7513.0,2025,10,3511.0,3687.0,1572.0,201.0,,,1820.0,1572.0,1756.1825075999361,1820.0,1572.0,1756.1825075999361,True
Madhya Pradesh,Sagar,2025-11,2025-11-01,3049.0,310.0,152.0,1030.0,9065.0,5848.0,6024.0,3511.0,10095.0,11872.0,1913.0,5046.0,7372.0,1598.0,5049.0,4500.0,2025,11,2736.0,1913.0,3687.0,1572.0,,,2390.6666666666665,1913.0,1135.530859701018,1843.25,1742.5,1434.670781050482,True
Madhya Pradesh,Satna,2025-07,2025-07-01,488.0,121.0,20.0,1972.0,7002.0,15899.0,11855.0,629.0,8974.0,27754.0,437.0,7116.0,22374.0,192.0,1858.0,5380.0,2025,7,4702.0,,,,,,,,,,,,False
Madhya Pradesh,Satna,2025-09,2025-09-01,3932.0,765.0,5.0,1373.0,11421.0,7279.0,8460.0,4702.0,12794.0,15739.0,629.0,8974.0,27754.0,4073.0,3820.0,-12015.0,2025,9,2438.0,629.0,,,,,629.0,629.0,,629.0,629.0,,True
Madhya Pradesh,Satna,2025-10,2025-10-01,2028.0,397.0,13.0,804.0,5736.0,5087.0,5162.0,2438.0,6540.0,10249.0,4702.0,12794.0,15739.0,-2264.0,-6254.0,-5490.0,2025,10,2886.0,4702.0,629.0,,,,2665.5,2665.5,2880.0459197728082,2665.5,2665.5,2880.0459197728082,True
Madhya Pradesh,Satna,2025-11,2025-11-01,2537.0,327.0,22.0,991.0,7690.0,6780.0,6755.0,2886.0,8681.0,13535.0,2438.0,6540.0,10249.0,448.0,2141.0,3286.0,2025,11,2184.0,2438.0,4702.0,629.0,,,2589.6666666666665,2438.0,2040.7313231617075,2589.6666666666665,2438.0,2040.7313231617075,True
Madhya Pradesh,Sehore,2025-09,2025-09-01,993.0,312.0,4.0,375.0,2023.0,2730.0,4752.0,1309.0,2398.0,7482.0,1673.0,2008.0,21378.0,-364.0,390.0,-13896.0,2025,9,626.0,,,,,,,,,,,,False
Madhya Pradesh,Sehore,2025-10,2025-10-01,511.0,107.0,8.0,232.0,1581.0,1799.0,2349.0,626.0,1813.0,4148.0,1309.0,2398.0,7482.0,-683.0,-585.0,-3334.0,2025,10,1127.0,1309.0,,,,,1309.0,1309.0,,1309.0,1309.0,,True
Madhya Pradesh,Sehore,2025-11,2025-11-01,943.0,172.0,12.0,404.0,2733.0,2761.0,4084.0,1127.0,3137.0,6845.0,626.0,1813.0,4148.0,501.0,1324.0,2697.0,2025,11,1783.0,626.0,1309.0,,,,967.5,967.5,482.95393155041194,967.5,967.5,482.95393155041194,True
Madhya Pradesh,Seoni,2025-10,2025-10-01,836.0,84.0,4.0,440.0,2982.0,1820.0,1720.0,924.0,3422.0,3540.0,2297.0,7909.0,6808.0,-1373.0,-4487.0,-3268.0,2025,10,1428.0,,,,,,,,,,,,False
Madhya Pradesh,Seoni,2025-11,2025-11-01,1322.0,101.0,5.0,679.0,5331.0,2491.0,3103.0,1428.0,6010.0,5594.0,924.0,3422.0,3540.0,504.0,2588.0,2054.0,2025,11,1432.0,924.0,,,,,924.0,924.0,,924.0,924.0,,True
Madhya Pradesh,Shahdol,2025-10,2025-10-01,766.0,168.0,5.0,433.0,2967.0,1755.0,2263.0,939.0,3400.0,4018.0,1622.0,5670.0,7923.0,-683.0,-2270.0,-3905.0,2025,10,1100.0,,,,,,,,,,,,False
Madhya Pradesh,Shahdol,2025-11,2025-11-01,915.0,143.0,42.0,495.0,4175.0,2298.0,3060.0,1100.0,4670.0,5358.0,939.0,3400.0,4018.0,161.0,1270.0,1340.0,2025,11,1636.0,939.0,,,,,939.0,939.0,,939.0,939.0,,True
Madhya Pradesh,Shajapur,2025-10,2025-10-01,918.0,154.0,4.0,252.0,2301.0,1823.0,2344.0,1076.0,2553.0,4167.0,1991.0,3923.0,9036.0,-915.0,-1370.0,-4869.0,2025,10,2286.0,,,,,,,,,,,,False
Madhya Pradesh,Shajapur,2025-11,2025-11-01,2048.0,232.0,6.0,557.0,4342.0,2972.0,4549.0,2286.0,4899.0,7521.0,1076.0,2553.0,4167.0,1210.0,2346.0,3354.0,2025,11,1672.0,1076.0,,,,,1076.0,1076.0,,1076.0,1076.0,,True
Madhya Pradesh,Sheopur,2025-07,2025-07-01,757.0,969.0,27.0,993.0,4275.0,5450.0,3814.0,1753.0,5268.0,9264.0,809.0,6962.0,10939.0,944.0,-1694.0,-1675.0,2025,7,1444.0,,,,,,,,,,,,False
Madhya Pradesh,Sheopur,2025-09,2025-09-01,676.0,718.0,50.0,447.0,3476.0,1670.0,1958.0,1444.0,3923.0,3628.0,1753.0,5268.0,9264.0,-309.0,-1345.0,-5636.0,2025,9,419.0,1753.0,,,,,1753.0,1753.0,,1753.0,1753.0,,True
Madhya Pradesh,Sheopur,2025-10,2025-10-01,246.0,172.0,1.0,225.0,1795.0,600.0,794.0,419.0,2020.0,1394.0,1444.0,3923.0,3628.0,-1025.0,-1903.0,-2234.0,2025,10,1001.0,1444.0,1753.0,,,,1598.5,1598.5,218.4959953866432,1598.5,1598.5,218.4959953866432,True
Madhya Pradesh,Sheopur,2025-11,2025-11-01,580.0,398.0,23.0,443.0,3129.0,1458.0,1768.0,1001.0,3572.0,3226.0,419.0,2020.0,1394.0,582.0,1552.0,1832.0,2025,11,1408.0,419.0,1444.0,1753.0,,,1205.3333333333333,1444.0,698.291009059499,1205.3333333333333,1444.0,698.291009059499,True
Madhya Pradesh,Shivpuri,2025-09,2025-09-01,2330.0,1770.0,17.0,1113.0,7900.0,4679.0,8349.0,4117.0,9013.0,13028.0,1364.0,8779.0,40775.0,2753.0,234.0,-27747.0,2025,9,1252.0,,,,,,,,,,,,False
Madhya Pradesh,Shivpuri,2025-10,2025-10-01,574.0,353.0,325.0,394.0,4059.0,1162.0,2324.0,1252.0,4453.0,3486.0,4117.0,9013.0,13028.0,-2865.0,-4560.0,-9542.0,2025,10,2101.0,4117.0,,,,,4117.0,4117.0,,4117.0,4117.0,,True
Madhya Pradesh,Shivpuri,2025-11,2025-11-01,1257.0,638.0,206.0,708.0,7555.0,2832.0,5733.0,2101.0,8263.0,8565.0,1252.0,4453.0,3486.0,849.0,3810.0,5079.0,2025,11,2255.0,1252.0,4117.0,,,,2684.5,2684.5,2025.8609280994588,2684.5,2684.5,2025.8609280994588,True
Madhya Pradesh,Sidhi,2025-10,2025-10-01,1391.0,126.0,5.0,517.0,4372.0,2134.0,2657.0,1522.0,4889.0,4791.0,1954.0,9654.0,8332.0,-432.0,-4765.0,-3541.0,2025,10,1517.0,,,,,,,,,,,,False
Madhya Pradesh,Sidhi,2025-11,2025-11-01,1393.0,119.0,5.0,567.0,4622.0,2251.0,2910.0,1517.0,5189.0,5161.0,1522.0,4889.0,4791.0,-5.0,300.0,370.0,2025,11,1299.0,1522.0,,,,,1522.0,1522.0,,1522.0,1522.0,,True
Madhya Pradesh,Singrauli,2025-10,2025-10-01,1315.0,207.0,0.0,625.0,4656.0,2753.0,1921.0,1522.0,5281.0,4674.0,1998.0,8205.0,6832.0,-476.0,-2924.0,-2158.0,2025,10,1481.0,,,,,,,,,,,,False
Madhya Pradesh,Singrauli,2025-11,2025-11-01,1289.0,188.0,4.0,754.0,5104.0,2839.0,2074.0,1481.0,5858.0,4913.0,1522.0,5281.0,4674.0,-41.0,577.0,239.0,2025,11,1549.0,1522.0,,,,,1522.0,1522.0,,1522.0,1522.0,,True
Madhya Pradesh,Tikamgarh,2025-10,2025-10-01,854.0,229.0,4.0,380.0,3499.0,1776.0,2367.0,1087.0,3879.0,4143.0,2392.0,6802.0,10104.0,-1305.0,-2923.0,-5961.0,2025,10,1985.0,,,,,,,,,,,,False
Madhya Pradesh,Tikamgarh,2025-11,2025-11-01,1607.0,364.0,14.0,701.0,6052.0,3520.0,4421.0,1985.0,6753.0,7941.0,1087.0,3879.0,4143.0,898.0,2874.0,3798.0,2025,11,1778.0,1087.0,,,,,1087.0,1087.0,,1087.0,1087.0,,True
Madhya Pradesh,Ujjain,2025-10,2025-10-01,2110.0,274.0,14.0,597.0,4653.0,4974.0,3087.0,2398.0,5250.0,8061.0,4327.0,8011.0,13209.0,-1929.0,-2761.0,-5148.0,2025,10,4675.0,,,,,,,,,,,,False
Madhya Pradesh,Ujjain,2025-11,2025-11-01,4115.0,490.0,70.0,1115.0,8375.0,10763.0,6201.0,4675.0,9490.0,16964.0,2398.0,5250.0,8061.0,2277.0,4240.0,8903.0,2025,11,2908.0,2398.0,,,,,2398.0,2398.0,,2398.0,2398.0,,True
Madhya Pradesh,Umaria,2025-10,2025-10-01,803.0,157.0,0.0,212.0,1844.0,1123.0,1213.0,960.0,2056.0,2336.0,1874.0,3674.0,4701.0,-914.0,-1618.0,-2365.0,2025,10,1172.0,,,,,,,,,,,,False
Madhya Pradesh,Umaria,2025-11,2025-11-01,1003.0,161.0,8.0,236.0,2032.0,1330.0,1587.0,1172.0,2268.0,2917.0,960.0,2056.0,2336.0,212.0,212.0,581.0,2025,11,1294.0,960.0,,,,,960.0,960.0,,960.0,960.0,,True
Madhya Pradesh,Vidisha,2025-05,2025-05-01,209.0,43.0,15.0,628.0,2920.0,8890.0,6068.0,267.0,3548.0,14958.0,831.0,5040.0,14239.0,-564.0,-1492.0,719.0,2025,5,1911.0,,,,,,,,,,,,False
Madhya Pradesh,Vidisha,2025-07,2025-07-01,1227.0,626.0,58.0,2087.0,6743.0,13882.0,11238.0,1911.0,8830.0,25120.0,267.0,3548.0,14958.0,1644.0,5282.0,10162.0,2025,7,3021.0,267.0,,,,,267.0,267.0,,267.0,267.0,,True
Madhya Pradesh,Vidisha,2025-09,2025-09-01,2295.0,709.0,17.0,1002.0,4058.0,5593.0,6336.0,3021.0,5060.0,11929.0,1911.0,8830.0,25120.0,1110.0,-3770.0,-13191.0,2025,9,962.0,1911.0,267.0,,,,1089.0,1089.0,1162.4835482706842,1089.0,1089.0,1162.4835482706842,True
Madhya Pradesh,Vidisha,2025-10,2025-10-01,773.0,174.0,15.0,417.0,2857.0,2635.0,2839.0,962.0,3274.0,5474.0,3021.0,5060.0,11929.0,-2059.0,-1786.0,-6455.0,2025,10,1596.0,3021.0,1911.0,267.0,,,1733.0,1911.0,1385.6016743638845,1733.0,1911.0,1385.6016743638845,True
Madhya Pradesh,Vidisha,2025-11,2025-11-01,1317.0,267.0,12.0,776.0,5062.0,5012.0,5316.0,1596.0,5838.0,10328.0,962.0,3274.0,5474.0,634.0,2564.0,4854.0,2025,11,1786.0,962.0,3021.0,1911.0,,,1964.6666666666667,1911.0,1030.5485594251895,1540.25,1436.5,1195.2147296615785,True
Madhya Pradesh,West Nimar,2025-10,2025-10-01,117.0,29.0,1.0,30.0,268.0,87.0,366.0,147.0,298.0,453.0,286.0,520.0,1095.0,-139.0,-222.0,-642.0,2025,10,167.0,,,,,,,,,,,,False
Madhya Pradesh,West Nimar,2025-11,2025-11-01,139.0,28.0,0.0,35.0,453.0,160.0,636.0,167.0,488.0,796.0,147.0,298.0,453.0,20.0,190.0,343.0,2025,11,160.0,147.0,,,,,147.0,147.0,,147.0,147.0,,True
Maharashtra,Ahmadnagar,2025-10,2025-10-01,1334.0,331.0,22.0,1110.0,33672.0,12815.0,17627.0,1687.0,34782.0,30442.0,3460.0,12578.0,64137.0,-1773.0,22204.0,-33695.0,2025,10,2147.0,,,,,,,,,,,,False
Maharashtra,Ahmadnagar,2025-11,2025-11-01,1706.0,383.0,58.0,2207.0,107372.0,20972.0,28879.0,2147.0,109579.0,49851.0,1687.0,34782.0,30442.0,460.0,74797.0,19409.0,2025,11,4446.0,1687.0,,,,,1687.0,1687.0,,1687.0,1687.0,,True
Maharashtra,Ahmed Nagar,2025-10,2025-10-01,43.0,8.0,0.0,15.0,871.0,134.0,607.0,51.0,886.0,741.0,82.0,318.0,1370.0,-31.0,568.0,-629.0,2025,10,69.0,,,,,,,,,,,,False
Maharashtra,Ahmed Nagar,2025-11,2025-11-01,53.0,16.0,0.0,32.0,3180.0,177.0,1012.0,69.0,3212.0,1189.0,51.0,886.0,741.0,18.0,2326.0,448.0,2025,11,138.0,51.0,,,,,51.0,51.0,,51.0,51.0,,True
Maharashtra,Akola,2025-10,2025-10-01,688.0,72.0,4.0,363.0,7136.0,3318.0,12701.0,764.0,7499.0,16019.0,1502.0,4210.0,20316.0,-738.0,3289.0,-4297.0,2025,10,1052.0,,,,,,,,,,,,False
Maharashtra,Akola,2025-11,2025-11-01,928.0,122.0,2.0,651.0,28432.0,5024.0,21531.0,1052.0,29083.0,26555.0,764.0,7499.0,16019.0,288.0,21584.0,10536.0,2025,11,753.0,764.0,,,,,764.0,764.0,,764.0,764.0,,True
Maharashtra,Amravati,2025-07,2025-07-01,523.0,148.0,13.0,312.0,1704.0,13925.0,32626.0,684.0,2016.0,46551.0,368.0,2006.0,39165.0,316.0,10.0,7386.0,2025,7,2291.0,,,,,,,,,,,,False
Maharashtra,Amravati,2025-09,2025-09-01,1841.0,431.0,19.0,963.0,5919.0,24099.0,14461.0,2291.0,6882.0,38560.0,684.0,2016.0,46551.0,1607.0,4866.0,-7991.0,2025,9,1074.0,684.0,,,,,684.0,684.0,,684.0,684.0,,True
Maharashtra,Amravati,2025-10,2025-10-01,929.0,127.0,18.0,682.0,12566.0,6130.0,21179.0,1074.0,13248.0,27309.0,2291.0,6882.0,38560.0,-1217.0,6366.0,-11251.0,2025,10,1260.0,2291.0,684.0,,,,1487.5,1487.5,1136.3205973667818,1487.5,1487.5,1136.3205973667818,True
