state,district,year_month,age_0_5,age_5_17,age_18_greater
Maharashtra,Gadchiroli,2025-01,28,4,1
Maharashtra,Gadchiroli,2025-02,59,8,0
Maharashtra,Gadchiroli,2025-03,57,10,0
Maharashtra,Gadchiroli,2025-04,40,10,0
Maharashtra,Gadchiroli,2025-05,23,2,0
Maharashtra,Gadchiroli,2025-06,41,6,3
Maharashtra,Gadchiroli,2025-07,12,2,2
Maharashtra,Gadchiroli,2025-08,75,9,1
Maharashtra,Gadchiroli,2025-09,82,10,0
Maharashtra,Gadchiroli,2025-10,79,10,5
Maharashtra,Gadchiroli,2025-11,75,9,1
Maharashtra,Gadchiroli,2025-12,47,18,1
Maharashtra,Gondia,2025-01,1,0,0
Maharashtra,Gondia,2025-02,1,0,0
Maharashtra,Gondia,2025-05,2,0,0
Maharashtra,Gondia,2025-07,0,1,0
Maharashtra,Gondia,2025-08,1,0,0
Maharashtra,Gondia,2025-10,1,1,0
Maharashtra,Gondia,2025-11,1,0,0
Maharashtra,Gondia,2025-12,1,1,0
Maharashtra,Gondiya,2025-01,56,3,1
Maharashtra,Gondiya,2025-02,126,4,0
Maharashtra,Gondiya,2025-03,60,5,0
Maharashtra,Gondiya,2025-04,60,1,0
Maharashtra,Gondiya,2025-05,43,1,0
Maharashtra,Gondiya,2025-06,38,3,0
Maharashtra,Gondiya,2025-07,31,1,0
Maharashtra,Gondiya,2025-08,74,3,0
Maharashtra,Gondiya,2025-09,97,5,0
Maharashtra,Gondiya,2025-10,87,1,0
Maharashtra,Gondiya,2025-11,79,4,0
Maharashtra,Gondiya,2025-12,83,2,0
Maharashtra,Gondiya *,2025-01,3,0,0
Maharashtra,Gondiya *,2025-02,3,1,0
Maharashtra,Gondiya *,2025-03,3,0,0
Maharashtra,Gondiya *,2025-04,1,0,0
Maharashtra,Gondiya *,2025-07,1,0,0
Maharashtra,Gondiya *,2025-08,4,0,0
Maharashtra,Gondiya *,2025-10,3,0,0
Maharashtra,Gondiya *,2025-11,1,0,0
Maharashtra,Hingoli,2025-01,3709,845,297
Maharashtra,Hingoli,2025-02,104,30,0
Maharashtra,Hingoli,2025-03,66,23,3
Maharashtra,Hingoli,2025-04,55,18,2
Maharashtra,Hingoli,2025-05,44,9,0
Maharashtra,Hingoli,2025-06,29,8,0
Maharashtra,Hingoli,2025-07,32,3,0
Maharashtra,Hingoli,2025-08,95,23,2
Maharashtra,Hingoli,2025-09,100,14,0
Maharashtra,Hingoli,2025-10,106,32,2
Maharashtra,Hingoli,2025-11,86,25,1
Maharashtra,Hingoli,2025-12,84,33,2
Maharashtra,Jalgaon,2025-01,2161,555,109
Maharashtra,Jalgaon,2025-02,385,106,3
Maharashtra,Jalgaon,2025-03,225,90,5
Maharashtra,Jalgaon,2025-04,154,71,2
Maharashtra,Jalgaon,2025-05,84,8,0
Maharashtra,Jalgaon,2025-06,115,34,0
Maharashtra,Jalgaon,2025-07,99,10,1
Maharashtra,Jalgaon,2025-08,278,82,3
Maharashtra,Jalgaon,2025-09,350,83,0
Maharashtra,Jalgaon,2025-10,340,99,8
Maharashtra,Jalgaon,2025-11,280,105,2
Maharashtra,Jalgaon,2025-12,264,91,3
Maharashtra,Jalna,2025-01,74,26,0
Maharashtra,Jalna,2025-02,218,39,0
Maharashtra,Jalna,2025-03,134,28,1
Maharashtra,Jalna,2025-04,86,23,1
Maharashtra,Jalna,2025-05,64,11,0
Maharashtra,Jalna,2025-06,62,17,0
Maharashtra,Jalna,2025-07,45,8,5
Maharashtra,Jalna,2025-08,161,34,0
Maharashtra,Jalna,2025-09,199,60,0
Maharashtra,Jalna,2025-10,177,49,1
Maharashtra,Jalna,2025-11,158,39,3
Maharashtra,Jalna,2025-12,119,44,0
Maharashtra,Kolhapur,2025-01,128,18,1
Maharashtra,Kolhapur,2025-02,213,44,2
Maharashtra,Kolhapur,2025-03,151,18,7
Maharashtra,Kolhapur,2025-04,99,27,2
Maharashtra,Kolhapur,2025-05,116,13,0
Maharashtra,Kolhapur,2025-06,91,13,0
Maharashtra,Kolhapur,2025-07,95,14,1
Maharashtra,Kolhapur,2025-08,190,34,0
Maharashtra,Kolhapur,2025-09,220,37,0
Maharashtra,Kolhapur,2025-10,227,49,0
Maharashtra,Kolhapur,2025-11,179,38,0
Maharashtra,Kolhapur,2025-12,158,31,0
Maharashtra,Latur,2025-01,1227,419,67
Maharashtra,Latur,2025-02,219,49,2
Maharashtra,Latur,2025-03,113,41,5
Maharashtra,Latur,2025-04,91,36,0
Maharashtra,Latur,2025-05,75,20,0
Maharashtra,Latur,2025-06,85,22,1
Maharashtra,Latur,2025-07,52,17,0
Maharashtra,Latur,2025-08,202,45,1
Maharashtra,Latur,2025-09,169,58,4
Maharashtra,Latur,2025-10,184,68,8
Maharashtra,Latur,2025-11,166,75,1
Maharashtra,Latur,2025-12,140,45,10
Maharashtra,Mumbai,2025-01,665,426,50
Maharashtra,Mumbai,2025-02,440,148,1
Maharashtra,Mumbai,2025-03,172,71,3
Maharashtra,Mumbai,2025-04,94,64,0
Maharashtra,Mumbai,2025-05,196,55,2
Maharashtra,Mumbai,2025-06,138,52,0
Maharashtra,Mumbai,2025-07,116,47,1
Maharashtra,Mumbai,2025-08,181,67,0
Maharashtra,Mumbai,2025-09,319,93,1
Maharashtra,Mumbai,2025-10,354,142,0
Maharashtra,Mumbai,2025-11,271,127,3
Maharashtra,Mumbai,2025-12,273,104,1
Maharashtra,Mumbai City,2025-01,36,10,0
Maharashtra,Mumbai City,2025-02,98,14,2
Maharashtra,Mumbai City,2025-03,38,12,0
Maharashtra,Mumbai City,2025-04,31,4,0
Maharashtra,Mumbai City,2025-05,43,11,0
Maharashtra,Mumbai City,2025-06,25,7,0
Maharashtra,Mumbai City,2025-07,28,4,2
Maharashtra,Mumbai City,2025-08,28,8,1
Maharashtra,Mumbai City,2025-09,72,26,0
Maharashtra,Mumbai City,2025-10,77,12,1
Maharashtra,Mumbai City,2025-11,62,18,2
Maharashtra,Mumbai City,2025-12,57,17,2
Maharashtra,Mumbai Suburban,2025-01,4578,2781,485
Maharashtra,Mumbai Suburban,2025-02,321,98,4
Maharashtra,Mumbai Suburban,2025-03,157,65,2
Maharashtra,Mumbai Suburban,2025-04,73,44,2
Maharashtra,Mumbai Suburban,2025-05,184,47,1
Maharashtra,Mumbai Suburban,2025-06,105,55,12
Maharashtra,Mumbai Suburban,2025-07,135,41,3
Maharashtra,Mumbai Suburban,2025-08,129,55,2
Maharashtra,Mumbai Suburban,2025-09,253,47,1
Maharashtra,Mumbai Suburban,2025-10,280,71,15
Maharashtra,Mumbai Suburban,2025-11,214,82,10
Maharashtra,Mumbai Suburban,2025-12,189,81,8
Maharashtra,Mumbai( Sub Urban ),2025-01,8,2,0
Maharashtra,Mumbai( Sub Urban ),2025-02,11,4,0
Maharashtra,Mumbai( Sub Urban ),2025-03,10,2,0
Maharashtra,Mumbai( Sub Urban ),2025-04,1,0,0
Maharashtra,Mumbai( Sub Urban ),2025-05,9,4,0
Maharashtra,Mumbai( Sub Urban ),2025-06,8,0,0
Maharashtra,Mumbai( Sub Urban ),2025-07,8,1,0
Maharashtra,Mumbai( Sub Urban ),2025-08,3,0,0
Maharashtra,Mumbai( Sub Urban ),2025-09,11,4,0
Maharashtra,Mumbai( Sub Urban ),2025-10,19,3,0
Maharashtra,Mumbai( Sub Urban ),2025-11,6,1,0
Maharashtra,Mumbai( Sub Urban ),2025-12,10,0,0
Maharashtra,Nagpur,2025-01,1705,318,108
Maharashtra,Nagpur,2025-02,424,79,0
Maharashtra,Nagpur,2025-03,219,29,2
Maharashtra,Nagpur,2025-04,132,17,1
Maharashtra,Nagpur,2025-05,133,25,2
Maharashtra,Nagpur,2025-06,104,28,3
Maharashtra,Nagpur,2025-07,123,17,3
Maharashtra,Nagpur,2025-08,273,34,2
Maharashtra,Nagpur,2025-09,265,43,5
Maharashtra,Nagpur,2025-10,351,47,3
Maharashtra,Nagpur,2025-11,250,28,5
Maharashtra,Nagpur,2025-12,246,44,5
Maharashtra,Nanded,2025-01,2689,796,169
Maharashtra,Nanded,2025-02,251,85,6
Maharashtra,Nanded,2025-03,186,64,2
Maharashtra,Nanded,2025-04,147,38,0
Maharashtra,Nanded,2025-05,75,17,2
Maharashtra,Nanded,2025-06,106,35,6
Maharashtra,Nanded,2025-07,51,17,0
Maharashtra,Nanded,2025-08,221,63,1
Maharashtra,Nanded,2025-09,244,87,2
Maharashtra,Nanded,2025-10,217,52,4
Maharashtra,Nanded,2025-11,200,58,10
Maharashtra,Nanded,2025-12,183,56,1
Maharashtra,Nandurbar,2025-01,2624,1209,111
Maharashtra,Nandurbar,2025-02,199,55,4
Maharashtra,Nandurbar,2025-03,156,43,10
Maharashtra,Nandurbar,2025-04,55,26,7
Maharashtra,Nandurbar,2025-05,98,28,1
Maharashtra,Nandurbar,2025-06,68,32,3
Maharashtra,Nandurbar,2025-07,69,12,0
Maharashtra,Nandurbar,2025-08,166,52,0
Maharashtra,Nandurbar,2025-09,223,59,1
Maharashtra,Nandurbar,2025-10,200,55,3
Maharashtra,Nandurbar,2025-11,146,56,8
Maharashtra,Nandurbar,2025-12,128,58,1
Maharashtra,Nandurbar *,2025-01,2,0,0
Maharashtra,Nandurbar *,2025-02,3,2,0
Maharashtra,Nandurbar *,2025-03,2,0,0
Maharashtra,Nandurbar *,2025-04,2,0,0
Maharashtra,Nandurbar *,2025-05,7,1,0
Maharashtra,Nandurbar *,2025-06,3,0,0
Maharashtra,Nandurbar *,2025-07,0,1,0
Maharashtra,Nandurbar *,2025-08,5,1,0
Maharashtra,Nandurbar *,2025-09,4,2,0
Maharashtra,Nandurbar *,2025-10,3,0,0
Maharashtra,Nandurbar *,2025-11,2,1,0
Maharashtra,Nandurbar *,2025-12,4,1,0
Maharashtra,Nashik,2025-01,3134,1915,160
Maharashtra,Nashik,2025-02,684,219,1
Maharashtra,Nashik,2025-03,348,130,3
Maharashtra,Nashik,2025-04,226,94,1
Maharashtra,Nashik,2025-05,189,45,1
Maharashtra,Nashik,2025-06,108,53,0
Maharashtra,Nashik,2025-07,173,51,3
Maharashtra,Nashik,2025-08,459,139,4
Maharashtra,Nashik,2025-09,448,155,1
Maharashtra,Nashik,2025-10,466,135,4
Maharashtra,Nashik,2025-11,424,166,2
Maharashtra,Nashik,2025-12,413,157,5
Maharashtra,Osmanabad,2025-01,291,107,10
Maharashtra,Osmanabad,2025-02,136,26,0
Maharashtra,Osmanabad,2025-03,98,16,0
Maharashtra,Osmanabad,2025-04,53,16,0
Maharashtra,Osmanabad,2025-05,33,7,0
Maharashtra,Osmanabad,2025-06,51,9,0
Maharashtra,Osmanabad,2025-07,35,5,0
Maharashtra,Osmanabad,2025-08,121,22,0
Maharashtra,Osmanabad,2025-09,124,28,0
Maharashtra,Osmanabad,2025-10,92,25,0
Maharashtra,Osmanabad,2025-11,85,27,0
Maharashtra,Osmanabad,2025-12,104,13,0
Maharashtra,Palghar,2025-01,1255,1152,72
Maharashtra,Palghar,2025-02,261,75,3
Maharashtra,Palghar,2025-03,108,51,1
Maharashtra,Palghar,2025-04,55,32,1
Maharashtra,Palghar,2025-05,127,41,0
Maharashtra,Palghar,2025-06,95,40,0
Maharashtra,Palghar,2025-07,84,32,7
Maharashtra,Palghar,2025-08,191,63,1
Maharashtra,Palghar,2025-09,216,76,3
Maharashtra,Palghar,2025-10,225,92,1
Maharashtra,Palghar,2025-11,194,81,3
Maharashtra,Palghar,2025-12,180,63,9
Maharashtra,Parbhani,2025-01,593,107,48
Maharashtra,Parbhani,2025-02,210,49,0
Maharashtra,Parbhani,2025-03,122,20,1
Maharashtra,Parbhani,2025-04,95,20,1
Maharashtra,Parbhani,2025-05,60,6,0
Maharashtra,Parbhani,2025-06,56,8,0
Maharashtra,Parbhani,2025-07,89,12,0
Maharashtra,Parbhani,2025-08,160,32,0
Maharashtra,Parbhani,2025-09,148,30,1
Maharashtra,Parbhani,2025-10,155,41,10
Maharashtra,Parbhani,2025-11,121,22,0
Maharashtra,Parbhani,2025-12,134,38,0
Maharashtra,Pune,2025-01,4395,1838,396
Maharashtra,Pune,2025-02,911,208,5
Maharashtra,Pune,2025-03,434,117,17
Maharashtra,Pune,2025-04,243,93,13
Maharashtra,Pune,2025-05,434,131,2
Maharashtra,Pune,2025-06,277,69,24
Maharashtra,Pune,2025-07,314,86,36
Maharashtra,Pune,2025-08,562,134,65
Maharashtra,Pune,2025-09,657,200,8
Maharashtra,Pune,2025-10,689,187,8
Maharashtra,Pune,2025-11,467,185,51
Maharashtra,Pune,2025-12,575,187,6
Maharashtra,Raigad,2025-01,1105,372,46
Maharashtra,Raigad,2025-02,64,13,0
Maharashtra,Raigad,2025-03,27,5,1
Maharashtra,Raigad,2025-04,19,4,1
Maharashtra,Raigad,2025-05,27,15,1
Maharashtra,Raigad,2025-06,28,10,1
Maharashtra,Raigad,2025-07,25,5,1
Maharashtra,Raigad,2025-08,38,9,0
Maharashtra,Raigad,2025-09,36,11,0
Maharashtra,Raigad,2025-10,56,7,1
Maharashtra,Raigad,2025-11,40,17,3
Maharashtra,Raigad,2025-12,39,14,1
Maharashtra,Raigarh,2025-01,33,8,0
Maharashtra,Raigarh,2025-02,148,24,0
Maharashtra,Raigarh,2025-03,83,19,0
Maharashtra,Raigarh,2025-04,51,7,0
Maharashtra,Raigarh,2025-05,102,22,0
Maharashtra,Raigarh,2025-06,59,10,0
Maharashtra,Raigarh,2025-07,49,8,0
Maharashtra,Raigarh,2025-08,98,20,0
Maharashtra,Raigarh,2025-09,127,25,0
Maharashtra,Raigarh,2025-10,138,43,0
Maharashtra,Raigarh,2025-11,137,31,0
Maharashtra,Raigarh,2025-12,117,39,0
Maharashtra,Raigarh(Mh),2025-02,4,1,0
Maharashtra,Raigarh(Mh),2025-07,1,0,0
Maharashtra,Raigarh(Mh),2025-08,1,2,0
Maharashtra,Raigarh(Mh),2025-09,3,0,0
Maharashtra,Raigarh(Mh),2025-10,4,0,0
Maharashtra,Raigarh(Mh),2025-11,2,0,0
Maharashtra,Raigarh(Mh),2025-12,0,3,0
Maharashtra,Ratnagiri,2025-01,17,2,1
Maharashtra,Ratnagiri,2025-02,83,14,0
Maharashtra,Ratnagiri,2025-03,43,7,0
Maharashtra,Ratnagiri,2025-04,27,5,0
Maharashtra,Ratnagiri,2025-05,47,6,1
Maharashtra,Ratnagiri,2025-06,30,3,2
Maharashtra,Ratnagiri,2025-07,34,1,13
Maharashtra,Ratnagiri,2025-08,52,7,0
Maharashtra,Ratnagiri,2025-09,73,10,0
Maharashtra,Ratnagiri,2025-10,95,12,1
Maharashtra,Ratnagiri,2025-11,57,10,0
Maharashtra,Ratnagiri,2025-12,53,8,1
Maharashtra,Sangli,2025-01,1460,772,82
Maharashtra,Sangli,2025-02,241,59,0
Maharashtra,Sangli,2025-03,117,46,2
Maharashtra,Sangli,2025-04,65,29,6
Maharashtra,Sangli,2025-05,61,11,0
Maharashtra,Sangli,2025-06,58,13,1
Maharashtra,Sangli,2025-07,56,11,0
Maharashtra,Sangli,2025-08,138,42,0
Maharashtra,Sangli,2025-09,162,37,0
Maharashtra,Sangli,2025-10,150,55,1
Maharashtra,Sangli,2025-11,145,55,5
Maharashtra,Sangli,2025-12,126,60,1
Maharashtra,Satara,2025-01,829,236,55
Maharashtra,Satara,2025-02,186,23,0
Maharashtra,Satara,2025-03,107,11,0
Maharashtra,Satara,2025-04,82,9,2
Maharashtra,Satara,2025-05,62,9,0
Maharashtra,Satara,2025-06,51,11,0
Maharashtra,Satara,2025-07,55,6,2
Maharashtra,Satara,2025-08,129,23,0
Maharashtra,Satara,2025-09,142,22,7
Maharashtra,Satara,2025-10,135,15,6
Maharashtra,Satara,2025-11,100,12,0
Maharashtra,Satara,2025-12,98,20,11
Maharashtra,Sindhudurg,2025-01,12,0,0
Maharashtra,Sindhudurg,2025-02,56,1,0
Maharashtra,Sindhudurg,2025-03,20,3,0
Maharashtra,Sindhudurg,2025-04,17,1,0
Maharashtra,Sindhudurg,2025-05,38,2,0
Maharashtra,Sindhudurg,2025-06,22,1,2
Maharashtra,Sindhudurg,2025-07,17,2,0
Maharashtra,Sindhudurg,2025-08,32,0,0
Maharashtra,Sindhudurg,2025-09,36,2,0
Maharashtra,Sindhudurg,2025-10,38,2,0
Maharashtra,Sindhudurg,2025-11,30,3,0
Maharashtra,Sindhudurg,2025-12,33,0,5
Maharashtra,Solapur,2025-01,1531,389,134
Maharashtra,Solapur,2025-02,388,95,0
Maharashtra,Solapur,2025-03,209,70,1
Maharashtra,Solapur,2025-04,122,57,0
Maharashtra,Solapur,2025-05,150,23,0
Maharashtra,Solapur,2025-06,127,22,0
Maharashtra,Solapur,2025-07,129,26,4
Maharashtra,Solapur,2025-08,251,82,2
Maharashtra,Solapur,2025-09,271,94,1
Maharashtra,Solapur,2025-10,246,90,0
Maharashtra,Solapur,2025-11,183,92,3
Maharashtra,Solapur,2025-12,182,76,3
Maharashtra,Thane,2025-01,10496,6796,614
Maharashtra,Thane,2025-02,815,331,3
Maharashtra,Thane,2025-03,346,170,7
Maharashtra,Thane,2025-04,219,91,2
Maharashtra,Thane,2025-05,385,169,2
Maharashtra,Thane,2025-06,288,139,5
Maharashtra,Thane,2025-07,269,110,7
Maharashtra,Thane,2025-08,412,203,2
Maharashtra,Thane,2025-09,584,258,4
Maharashtra,Thane,2025-10,724,263,7
Maharashtra,Thane,2025-11,473,259,11
Maharashtra,Thane,2025-12,480,244,8
Maharashtra,Wardha,2025-01,13,2,0
Maharashtra,Wardha,2025-02,67,2,0
Maharashtra,Wardha,2025-03,43,4,0
Maharashtra,Wardha,2025-04,25,3,0
Maharashtra,Wardha,2025-05,25,0,0
Maharashtra,Wardha,2025-06,32,1,0
Maharashtra,Wardha,2025-07,12,2,1
Maharashtra,Wardha,2025-08,60,2,0
Maharashtra,Wardha,2025-09,91,1,0
Maharashtra,Wardha,2025-10,72,5,0
Maharashtra,Wardha,2025-11,50,0,0
Maharashtra,Wardha,2025-12,52,3,1
Maharashtra,Washim,2025-01,591,89,21
Maharashtra,Washim,2025-02,103,10,0
Maharashtra,Washim,2025-03,50,13,2
Maharashtra,Washim,2025-04,37,4,0
Maharashtra,Washim,2025-05,30,1,0
Maharashtra,Washim,2025-06,31,2,0
Maharashtra,Washim,2025-07,16,1,6
Maharashtra,Washim,2025-08,72,15,0
Maharashtra,Washim,2025-09,91,8,2
Maharashtra,Washim,2025-10,85,8,1
Maharashtra,Washim,2025-11,44,4,1
Maharashtra,Washim,2025-12,37,1,1
Maharashtra,Washim *,2025-02,1,0,0
Maharashtra,Washim *,2025-03,1,0,0
Maharashtra,Washim *,2025-04,0,1,0
Maharashtra,Washim *,2025-08,2,1,0
Maharashtra,Washim *,2025-12,1,0,0
Maharashtra,Yavatmal,2025-01,1172,488,69
Maharashtra,Yavatmal,2025-02,209,41,0
Maharashtra,Yavatmal,2025-03,115,30,12
Maharashtra,Yavatmal,2025-04,88,22,1
Maharashtra,Yavatmal,2025-05,37,8,15
Maharashtra,Yavatmal,2025-06,60,15,12
Maharashtra,Yavatmal,2025-07,45,7,6
Maharashtra,Yavatmal,2025-08,185,31,3
Maharashtra,Yavatmal,2025-09,190,26,2
Maharashtra,Yavatmal,2025-10,182,27,0
Maharashtra,Yavatmal,2025-11,142,42,2
Maharashtra,Yavatmal,2025-12,128,23,4
Manipur,Bishnupur,2025-01,86,88,31
Manipur,Bishnupur,2025-02,26,40,1
Manipur,Bishnupur,2025-03,12,11,0
Manipur,Bishnupur,2025-04,4,13,1
Manipur,Bishnupur,2025-05,10,21,0
Manipur,Bishnupur,2025-06,12,8,0
Manipur,Bishnupur,2025-07,3,7,0
Manipur,Bishnupur,2025-08,12,18,0
Manipur,Bishnupur,2025-09,11,4,1
Manipur,Bishnupur,2025-10,17,17,0
Manipur,Bishnupur,2025-11,20,16,0
Manipur,Bishnupur,2025-12,7,10,1
Manipur,Chandel,2025-01,11,22,0
Manipur,Chandel,2025-02,20,38,0
Manipur,Chandel,2025-03,8,16,0
Manipur,Chandel,2025-04,3,17,0
Manipur,Chandel,2025-05,10,11,0
Manipur,Chandel,2025-06,7,10,1
Manipur,Chandel,2025-07,8,5,0
Manipur,Chandel,2025-08,5,6,1
Manipur,Chandel,2025-09,5,13,0
Manipur,Chandel,2025-10,7,15,1
Manipur,Chandel,2025-11,4,6,0
Manipur,Chandel,2025-12,4,6,0
Manipur,Churachandpur,2025-01,581,2265,54
Manipur,Churachandpur,2025-02,48,41,2
Manipur,Churachandpur,2025-03,6,18,1
Manipur,Churachandpur,2025-04,8,20,1
Manipur,Churachandpur,2025-05,23,50,0
Manipur,Churachandpur,2025-06,9,43,2
Manipur,Churachandpur,2025-07,7,7,5
Manipur,Churachandpur,2025-08,10,18,4
Manipur,Churachandpur,2025-09,11,21,1
Manipur,Churachandpur,2025-10,25,47,2
Manipur,Churachandpur,2025-11,11,33,0
Manipur,Churachandpur,2025-12,11,18,0
Manipur,Imphal East,2025-01,12,10,0
Manipur,Imphal East,2025-02,28,32,0
Manipur,Imphal East,2025-03,8,8,0
Manipur,Imphal East,2025-04,9,12,0
Manipur,Imphal East,2025-05,27,14,0
Manipur,Imphal East,2025-06,13,13,0
Manipur,Imphal East,2025-07,12,4,1
Manipur,Imphal East,2025-08,18,22,1
Manipur,Imphal East,2025-09,15,10,2
Manipur,Imphal East,2025-10,24,19,0
Manipur,Imphal East,2025-11,14,14,0
Manipur,Imphal East,2025-12,12,12,0
Manipur,Imphal West,2025-01,55,48,25
Manipur,Imphal West,2025-02,26,33,0
Manipur,Imphal West,2025-03,16,12,0
Manipur,Imphal West,2025-04,7,5,0
Manipur,Imphal West,2025-05,27,21,1
Manipur,Imphal West,2025-06,14,11,0
Manipur,Imphal West,2025-07,3,3,0
Manipur,Imphal West,2025-08,19,15,2
Manipur,Imphal West,2025-09,25,16,1
Manipur,Imphal West,2025-10,16,21,0
Manipur,Imphal West,2025-11,15,15,1
Manipur,Imphal West,2025-12,9,12,0
Manipur,Jiribam,2025-01,0,1,0
Manipur,Jiribam,2025-02,1,2,1
Manipur,Jiribam,2025-04,1,0,0
Manipur,Jiribam,2025-05,3,5,0
Manipur,Jiribam,2025-06,1,3,0
Manipur,Jiribam,2025-07,0,2,0
Manipur,Jiribam,2025-08,3,4,0
Manipur,Jiribam,2025-09,0,1,0
Manipur,Jiribam,2025-10,6,2,0
Manipur,Jiribam,2025-11,1,0,0
Manipur,Jiribam,2025-12,0,1,0
Manipur,Kakching,2025-01,1,2,0
Manipur,Kakching,2025-02,3,5,0
Manipur,Kakching,2025-03,1,2,0
Manipur,Kakching,2025-05,2,4,0
Manipur,Kakching,2025-06,1,0,0
Manipur,Kakching,2025-07,0,1,0
Manipur,Kakching,2025-08,0,2,0
Manipur,Kakching,2025-09,1,3,0
Manipur,Kakching,2025-10,3,0,0
Manipur,Kakching,2025-11,0,4,0
Manipur,Kakching,2025-12,0,1,0
Manipur,Pherzawl,2025-10,0,1,0
Manipur,Senapati,2025-01,17,15,0
Manipur,Senapati,2025-02,47,46,0
Manipur,Senapati,2025-03,11,18,0
Manipur,Senapati,2025-04,7,10,0
Manipur,Senapati,2025-05,16,23,0
Manipur,Senapati,2025-06,29,32,0
Manipur,Senapati,2025-07,3,6,1
Manipur,Senapati,2025-08,11,18,3
Manipur,Senapati,2025-09,16,16,1
Manipur,Senapati,2025-10,15,30,0
Manipur,Senapati,2025-11,32,16,0
Manipur,Senapati,2025-12,12,8,1
Manipur,Tamenglong,2025-01,6,15,1
Manipur,Tamenglong,2025-02,5,27,1
Manipur,Tamenglong,2025-03,3,18,0
Manipur,Tamenglong,2025-04,2,19,0
Manipur,Tamenglong,2025-05,9,22,1
Manipur,Tamenglong,2025-06,4,14,0
Manipur,Tamenglong,2025-07,4,4,4
Manipur,Tamenglong,2025-08,12,26,4
Manipur,Tamenglong,2025-09,2,15,1
Manipur,Tamenglong,2025-10,13,9,0
Manipur,Tamenglong,2025-11,17,26,0
Manipur,Tamenglong,2025-12,16,21,1
Manipur,Thoubal,2025-01,10,10,1
Manipur,Thoubal,2025-02,24,44,0
Manipur,Thoubal,2025-03,6,14,0
Manipur,Thoubal,2025-04,10,10,0
Manipur,Thoubal,2025-05,15,21,0
Manipur,Thoubal,2025-06,13,16,0
Manipur,Thoubal,2025-07,13,22,0
Manipur,Thoubal,2025-08,9,10,0
Manipur,Thoubal,2025-09,12,20,0
Manipur,Thoubal,2025-10,15,24,0
Manipur,Thoubal,2025-11,8,14,1
Manipur,Thoubal,2025-12,13,14,1
Manipur,Ukhrul,2025-01,1,7,0
Manipur,Ukhrul,2025-02,11,25,1
Manipur,Ukhrul,2025-03,8,14,1
Manipur,Ukhrul,2025-04,4,8,0
Manipur,Ukhrul,2025-05,13,14,0
Manipur,Ukhrul,2025-06,8,18,0
Manipur,Ukhrul,2025-07,8,3,0
Manipur,Ukhrul,2025-08,12,11,4
Manipur,Ukhrul,2025-09,14,7,0
Manipur,Ukhrul,2025-10,24,26,0
Manipur,Ukhrul,2025-11,4,11,0
Manipur,Ukhrul,2025-12,9,13,0
Meghalaya,East Garo Hills,2025-01,823,2679,1300
Meghalaya,East Garo Hills,2025-02,9,31,23
Meghalaya,East Garo Hills,2025-03,16,46,7
Meghalaya,East Garo Hills,2025-04,6,36,9
Meghalaya,East Garo Hills,2025-05,11,29,35
Meghalaya,East Garo Hills,2025-06,2,5,0
Meghalaya,East Garo Hills,2025-07,1,0,0
Meghalaya,East Garo Hills,2025-08,8,27,11
Meghalaya,East Garo Hills,2025-09,7,21,10
Meghalaya,East Garo Hills,2025-10,2,20,13
Meghalaya,East Garo Hills,2025-11,11,26,9
Meghalaya,East Garo Hills,2025-12,5,29,22
Meghalaya,East Jaintia Hills,2025-01,861,2016,1377
Meghalaya,East Jaintia Hills,2025-02,4,18,10
Meghalaya,East Jaintia Hills,2025-03,4,19,30
Meghalaya,East Jaintia Hills,2025-04,3,11,14
Meghalaya,East Jaintia Hills,2025-05,3,22,19
Meghalaya,East Jaintia Hills,2025-06,0,6,16
Meghalaya,East Jaintia Hills,2025-07,0,7,0
Meghalaya,East Jaintia Hills,2025-08,7,14,5
Meghalaya,East Jaintia Hills,2025-09,2,6,3
Meghalaya,East Jaintia Hills,2025-10,12,16,50
Meghalaya,East Jaintia Hills,2025-11,4,10,16
Meghalaya,East Jaintia Hills,2025-12,3,6,15
Meghalaya,East Khasi Hills,2025-01,3282,12390,7016
Meghalaya,East Khasi Hills,2025-02,48,128,96
Meghalaya,East Khasi Hills,2025-03,23,62,194
Meghalaya,East Khasi Hills,2025-04,13,35,40
Meghalaya,East Khasi Hills,2025-05,44,153,93
Meghalaya,East Khasi Hills,2025-06,14,47,7
Meghalaya,East Khasi Hills,2025-07,2,12,19
Meghalaya,East Khasi Hills,2025-08,23,57,85
Meghalaya,East Khasi Hills,2025-09,27,80,55
Meghalaya,East Khasi Hills,2025-10,33,86,119
Meghalaya,East Khasi Hills,2025-11,32,58,151
Meghalaya,East Khasi Hills,2025-12,30,101,192
Meghalaya,Eastern West Khasi Hills,2025-01,0,10,0
Meghalaya,Eastern West Khasi Hills,2025-02,0,7,0
Meghalaya,Eastern West Khasi Hills,2025-03,0,6,0
Meghalaya,Eastern West Khasi Hills,2025-04,0,7,0
Meghalaya,Eastern West Khasi Hills,2025-05,0,5,0
Meghalaya,Eastern West Khasi Hills,2025-06,0,11,0
Meghalaya,Eastern West Khasi Hills,2025-07,0,7,0
Meghalaya,Eastern West Khasi Hills,2025-08,0,1,0
Meghalaya,Eastern West Khasi Hills,2025-09,0,3,0
Meghalaya,Eastern West Khasi Hills,2025-10,0,5,0
Meghalaya,Eastern West Khasi Hills,2025-11,0,5,0
